Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
149,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_149.txt,63.0,63.0,134.0,65.0,0.0,-7.0,0.0,-270.0,14.0,14.0,14.0,-261.0,35.0,35.0,35.0,-370.0,1.0,1.0,1.0,-316.0,44.0,44.0,44.0,-366.0,50.0,50.0,73.0,-122.0,63.0,63.0,301.0,-1640.0,False
150,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_150.txt,88.0,88.0,223.0,144.0,42.0,42.0,71.0,-118.0,68.0,68.0,163.0,-15.0,27.0,27.0,34.0,-312.0,0.0,-27.0,0.0,-439.0,0.0,0.0,0.0,-319.0,27.0,27.0,27.0,-305.0,88.0,88.0,518.0,-1364.0,False
151,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_151.txt,92.0,92.0,244.0,223.0,0.0,-1.0,0.0,-157.0,0.0,-27.0,0.0,-365.0,4.0,4.0,4.0,-248.0,0.0,-9.0,0.0,-245.0,5.0,5.0,5.0,-181.0,45.0,45.0,68.0,-58.0,92.0,92.0,321.0,-1031.0,False
152,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_152.txt,71.0,71.0,198.0,-57.0,36.0,36.0,36.0,-402.0,0.0,-4.0,0.0,-443.0,0.0,-6.0,0.0,-352.0,0.0,-8.0,0.0,-442.0,0.0,-6.0,0.0,-429.0,57.0,57.0,100.0,-9.0,71.0,71.0,334.0,-2134.0,False
153,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_153.txt,57.0,57.0,138.0,-8.0,80.0,80.0,111.0,-34.0,42.0,42.0,42.0,-285.0,70.0,70.0,84.0,-195.0,8.0,8.0,8.0,-421.0,20.0,20.0,20.0,-396.0,0.0,-11.0,0.0,-425.0,80.0,80.0,403.0,-1764.0,False
154,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_154.txt,42.0,42.0,55.0,-271.0,102.0,102.0,229.0,69.0,38.0,38.0,100.0,-265.0,31.0,31.0,31.0,-208.0,18.0,18.0,18.0,-382.0,43.0,43.0,56.0,-68.0,30.0,30.0,30.0,-280.0,102.0,102.0,519.0,-1405.0,False
155,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_155.txt,35.0,35.0,65.0,-87.0,12.0,12.0,23.0,-218.0,19.0,19.0,19.0,-415.0,64.0,64.0,133.0,-17.0,21.0,21.0,21.0,-293.0,0.0,-25.0,0.0,-401.0,1.0,1.0,1.0,-391.0,64.0,64.0,262.0,-1822.0,False
156,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_156.txt,0.0,-24.0,0.0,-330.0,30.0,30.0,31.0,-132.0,44.0,44.0,44.0,-195.0,29.0,29.0,29.0,-210.0,37.0,37.0,37.0,-310.0,77.0,77.0,77.0,-178.0,81.0,81.0,207.0,205.0,81.0,81.0,425.0,-1150.0,False
157,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_157.txt,87.0,87.0,127.0,7.0,50.0,50.0,58.0,-182.0,0.0,-42.0,0.0,-533.0,23.0,23.0,23.0,-385.0,0.0,-7.0,0.0,-449.0,18.0,18.0,26.0,-292.0,0.0,-1.0,0.0,-370.0,87.0,87.0,234.0,-2204.0,False
158,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_158.txt,17.0,17.0,23.0,-106.0,0.0,-23.0,0.0,-527.0,2.0,2.0,2.0,-433.0,0.0,-17.0,0.0,-379.0,71.0,71.0,89.0,-114.0,0.0,-36.0,0.0,-517.0,0.0,-18.0,0.0,-384.0,71.0,71.0,114.0,-2460.0,False
159,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_159.txt,88.0,88.0,180.0,139.0,23.0,23.0,23.0,-265.0,14.0,14.0,14.0,-217.0,0.0,-5.0,0.0,-307.0,0.0,-12.0,0.0,-282.0,0.0,-2.0,0.0,-220.0,0.0,-3.0,0.0,-292.0,88.0,88.0,217.0,-1444.0,False
160,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_160.txt,64.0,64.0,71.0,-106.0,71.0,71.0,71.0,-89.0,0.0,-33.0,0.0,-519.0,8.0,8.0,8.0,-505.0,7.0,7.0,7.0,-329.0,0.0,-33.0,0.0,-515.0,0.0,-21.0,0.0,-427.0,71.0,71.0,157.0,-2490.0,False
161,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_161.txt,76.0,76.0,112.0,-57.0,20.0,20.0,27.0,-190.0,14.0,14.0,14.0,-184.0,98.0,98.0,98.0,-183.0,51.0,51.0,88.0,-109.0,0.0,-20.0,0.0,-532.0,239.0,239.0,643.0,643.0,239.0,239.0,982.0,-612.0,False
162,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_162.txt,58.0,58.0,154.0,85.0,0.0,-14.0,0.0,-414.0,35.0,35.0,35.0,-330.0,31.0,31.0,31.0,-295.0,0.0,-15.0,0.0,-390.0,20.0,20.0,52.0,-36.0,0.0,-7.0,0.0,-463.0,58.0,58.0,272.0,-1843.0,False
163,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_163.txt,35.0,35.0,60.0,-29.0,0.0,-42.0,0.0,-374.0,0.0,-13.0,0.0,-372.0,0.0,-59.0,0.0,-490.0,0.0,-1.0,0.0,-311.0,62.0,62.0,92.0,-7.0,0.0,-9.0,0.0,-349.0,62.0,62.0,152.0,-1932.0,False
164,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_164.txt,7.0,7.0,7.0,-344.0,16.0,16.0,27.0,-278.0,48.0,48.0,48.0,-350.0,107.0,107.0,282.0,189.0,0.0,-1.0,0.0,-473.0,56.0,56.0,139.0,10.0,32.0,32.0,32.0,-334.0,107.0,107.0,535.0,-1580.0,False
165,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_165.txt,47.0,47.0,82.0,-26.0,51.0,51.0,66.0,-122.0,10.0,10.0,10.0,-228.0,0.0,-9.0,0.0,-467.0,0.0,-35.0,0.0,-531.0,0.0,-27.0,0.0,-457.0,0.0,-15.0,0.0,-444.0,51.0,51.0,158.0,-2275.0,False
166,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_166.txt,43.0,43.0,143.0,143.0,28.0,28.0,69.0,-53.0,0.0,0.0,0.0,-261.0,4.0,4.0,4.0,-278.0,12.0,12.0,12.0,-310.0,0.0,-9.0,0.0,-242.0,0.0,-19.0,0.0,-336.0,43.0,43.0,228.0,-1337.0,False
167,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_167.txt,0.0,-41.0,0.0,-473.0,0.0,-18.0,0.0,-357.0,0.0,-25.0,0.0,-493.0,0.0,-22.0,0.0,-364.0,0.0,-9.0,0.0,-418.0,0.0,-7.0,0.0,-424.0,138.0,138.0,434.0,416.0,138.0,138.0,434.0,-2113.0,False
168,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_168.txt,44.0,44.0,44.0,-229.0,64.0,64.0,70.0,-70.0,26.0,26.0,72.0,16.0,41.0,41.0,101.0,-5.0,61.0,61.0,74.0,-249.0,3.0,3.0,3.0,-162.0,22.0,22.0,22.0,-241.0,64.0,64.0,386.0,-940.0,False
169,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_169.txt,78.0,78.0,145.0,108.0,76.0,76.0,76.0,-302.0,111.0,111.0,264.0,182.0,0.0,-3.0,0.0,-358.0,0.0,-26.0,0.0,-437.0,42.0,42.0,42.0,-275.0,42.0,42.0,47.0,-320.0,111.0,111.0,574.0,-1402.0,False
170,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_170.txt,35.0,35.0,94.0,-142.0,116.0,116.0,291.0,197.0,21.0,21.0,21.0,-363.0,40.0,40.0,76.0,-246.0,0.0,-43.0,0.0,-558.0,11.0,11.0,11.0,-314.0,64.0,64.0,128.0,-15.0,116.0,116.0,621.0,-1441.0,False
171,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_171.txt,31.0,31.0,72.0,-295.0,19.0,19.0,19.0,-517.0,191.0,191.0,414.0,358.0,0.0,0.0,0.0,-787.0,0.0,0.0,0.0,-787.0,96.0,96.0,270.0,53.0,13.0,13.0,21.0,-584.0,191.0,191.0,796.0,-2559.0,False
172,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_172.txt,63.0,63.0,184.0,184.0,33.0,33.0,48.0,-84.0,37.0,37.0,52.0,-114.0,24.0,24.0,24.0,-224.0,29.0,29.0,42.0,-62.0,50.0,50.0,68.0,-88.0,74.0,74.0,95.0,-112.0,74.0,74.0,513.0,-500.0,False
173,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_173.txt,0.0,-2.0,0.0,-244.0,17.0,17.0,31.0,-64.0,51.0,51.0,70.0,31.0,0.0,-2.0,0.0,-337.0,0.0,-25.0,0.0,-282.0,4.0,4.0,4.0,-241.0,0.0,-21.0,0.0,-308.0,51.0,51.0,105.0,-1445.0,False
174,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_174.txt,212.0,212.0,442.0,426.0,37.0,37.0,37.0,-464.0,120.0,120.0,159.0,-147.0,25.0,25.0,25.0,-370.0,0.0,-34.0,0.0,-779.0,46.0,46.0,87.0,-333.0,11.0,11.0,11.0,-531.0,212.0,212.0,761.0,-2198.0,False
175,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_175.txt,126.0,126.0,391.0,224.0,134.0,134.0,267.0,125.0,147.0,147.0,363.0,199.0,63.0,63.0,149.0,-19.0,53.0,53.0,104.0,-348.0,0.0,0.0,0.0,-617.0,0.0,0.0,0.0,-617.0,147.0,147.0,1274.0,-1053.0,False
176,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_176.txt,1.0,1.0,1.0,-218.0,0.0,-6.0,0.0,-264.0,12.0,12.0,12.0,-271.0,7.0,7.0,7.0,-154.0,0.0,0.0,0.0,-201.0,0.0,-19.0,0.0,-302.0,96.0,96.0,338.0,330.0,96.0,96.0,358.0,-1080.0,False
177,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_177.txt,88.0,88.0,147.0,-57.0,140.0,140.0,142.0,-169.0,54.0,54.0,54.0,-522.0,0.0,-77.0,0.0,-791.0,5.0,5.0,5.0,-490.0,74.0,74.0,152.0,-31.0,4.0,4.0,6.0,-476.0,140.0,140.0,506.0,-2536.0,False
178,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_178.txt,0.0,-15.0,0.0,-176.0,15.0,15.0,17.0,-129.0,0.0,-20.0,0.0,-262.0,0.0,-14.0,0.0,-387.0,0.0,-10.0,0.0,-232.0,0.0,-18.0,0.0,-367.0,55.0,55.0,154.0,71.0,55.0,55.0,171.0,-1482.0,False
179,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_179.txt,119.0,119.0,342.0,256.0,12.0,12.0,12.0,-542.0,40.0,40.0,40.0,-338.0,78.0,78.0,144.0,-87.0,0.0,-76.0,0.0,-784.0,79.0,79.0,79.0,-354.0,30.0,30.0,30.0,-513.0,119.0,119.0,647.0,-2362.0,False
180,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_180.txt,100.0,100.0,202.0,-113.0,108.0,108.0,206.0,-48.0,130.0,130.0,383.0,208.0,106.0,106.0,243.0,-92.0,0.0,0.0,0.0,-784.0,0.0,0.0,0.0,-784.0,0.0,0.0,0.0,-784.0,130.0,130.0,1034.0,-2397.0,False
181,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_181.txt,0.0,-6.0,0.0,-264.0,0.0,-26.0,0.0,-415.0,0.0,-6.0,0.0,-371.0,0.0,-51.0,0.0,-523.0,34.0,34.0,34.0,-283.0,84.0,84.0,84.0,-69.0,32.0,32.0,32.0,-205.0,84.0,84.0,150.0,-2130.0,False
182,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_182.txt,9.0,9.0,9.0,-247.0,0.0,-8.0,0.0,-286.0,27.0,27.0,27.0,-219.0,13.0,13.0,13.0,-142.0,0.0,-15.0,0.0,-357.0,0.0,-10.0,0.0,-271.0,132.0,132.0,430.0,430.0,132.0,132.0,479.0,-1092.0,False
183,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_183.txt,13.0,13.0,14.0,-202.0,109.0,109.0,126.0,68.0,24.0,24.0,30.0,-187.0,1.0,1.0,1.0,-204.0,16.0,16.0,16.0,-158.0,22.0,22.0,22.0,-243.0,7.0,7.0,7.0,-161.0,109.0,109.0,216.0,-1087.0,False
184,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_184.txt,60.0,60.0,70.0,-190.0,49.0,49.0,49.0,-297.0,9.0,9.0,9.0,-309.0,1.0,1.0,1.0,-408.0,0.0,-79.0,0.0,-632.0,46.0,46.0,46.0,-280.0,159.0,159.0,570.0,570.0,159.0,159.0,745.0,-1546.0,False
185,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_185.txt,0.0,-7.0,0.0,-382.0,3.0,3.0,3.0,-362.0,12.0,12.0,12.0,-452.0,0.0,0.0,0.0,-406.0,0.0,-15.0,0.0,-368.0,0.0,-1.0,0.0,-498.0,75.0,75.0,223.0,212.0,75.0,75.0,238.0,-2256.0,False
186,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_186.txt,71.0,71.0,140.0,49.0,15.0,15.0,15.0,-397.0,0.0,-11.0,0.0,-425.0,0.0,-17.0,0.0,-381.0,37.0,37.0,106.0,-24.0,0.0,-6.0,0.0,-456.0,5.0,5.0,5.0,-388.0,71.0,71.0,266.0,-2022.0,False
187,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_187.txt,59.0,59.0,116.0,59.0,0.0,-10.0,0.0,-345.0,86.0,86.0,194.0,32.0,0.0,-34.0,0.0,-464.0,36.0,36.0,36.0,-270.0,0.0,-39.0,0.0,-461.0,0.0,-2.0,0.0,-459.0,86.0,86.0,346.0,-1908.0,False
188,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_188.txt,171.0,171.0,447.0,319.0,118.0,118.0,362.0,215.0,0.0,-8.0,0.0,-418.0,48.0,48.0,109.0,-153.0,30.0,30.0,39.0,-262.0,57.0,57.0,57.0,-252.0,76.0,76.0,76.0,-184.0,171.0,171.0,1090.0,-735.0,False
189,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_189.txt,0.0,-1.0,0.0,-296.0,43.0,43.0,95.0,-48.0,19.0,19.0,19.0,-284.0,0.0,-23.0,0.0,-369.0,31.0,31.0,31.0,-278.0,63.0,63.0,122.0,-66.0,0.0,-14.0,0.0,-485.0,63.0,63.0,267.0,-1826.0,False
190,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_190.txt,93.0,93.0,93.0,-192.0,135.0,135.0,284.0,143.0,32.0,32.0,32.0,-343.0,17.0,17.0,17.0,-276.0,3.0,3.0,3.0,-434.0,0.0,-78.0,0.0,-698.0,60.0,60.0,60.0,-280.0,135.0,135.0,489.0,-2080.0,False
191,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_191.txt,8.0,8.0,8.0,-431.0,78.0,78.0,245.0,98.0,15.0,15.0,15.0,-428.0,95.0,95.0,179.0,152.0,15.0,15.0,15.0,-373.0,20.0,20.0,20.0,-477.0,48.0,48.0,48.0,-457.0,95.0,95.0,530.0,-1916.0,False
192,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_192.txt,142.0,142.0,203.0,-18.0,48.0,48.0,48.0,-357.0,81.0,81.0,151.0,-109.0,6.0,6.0,6.0,-473.0,0.0,-77.0,0.0,-780.0,17.0,17.0,17.0,-505.0,113.0,113.0,119.0,-142.0,142.0,142.0,544.0,-2384.0,False
193,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_193.txt,81.0,81.0,111.0,-103.0,129.0,129.0,254.0,21.0,155.0,155.0,188.0,-111.0,0.0,0.0,0.0,-833.0,76.0,76.0,105.0,-508.0,0.0,0.0,0.0,-833.0,110.0,110.0,189.0,-189.0,155.0,155.0,847.0,-2556.0,False
194,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_194.txt,119.0,119.0,332.0,221.0,125.0,125.0,259.0,196.0,112.0,112.0,177.0,-50.0,69.0,69.0,104.0,-297.0,14.0,14.0,22.0,-305.0,66.0,66.0,66.0,-289.0,0.0,-2.0,0.0,-643.0,125.0,125.0,960.0,-1167.0,False
195,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_195.txt,15.0,15.0,15.0,-124.0,0.0,-61.0,0.0,-553.0,0.0,-12.0,0.0,-316.0,20.0,20.0,20.0,-369.0,87.0,87.0,190.0,72.0,0.0,-17.0,0.0,-389.0,0.0,-42.0,0.0,-339.0,87.0,87.0,225.0,-2018.0,False
196,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_196.txt,59.0,59.0,128.0,-400.0,197.0,197.0,514.0,491.0,0.0,0.0,0.0,-753.0,82.0,82.0,215.0,-171.0,143.0,143.0,416.0,156.0,0.0,0.0,0.0,-753.0,0.0,0.0,0.0,-753.0,197.0,197.0,1273.0,-2183.0,False
197,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_197.txt,0.0,-5.0,0.0,-256.0,0.0,-5.0,0.0,-541.0,3.0,3.0,3.0,-467.0,20.0,20.0,36.0,-118.0,0.0,-24.0,0.0,-494.0,0.0,-5.0,0.0,-368.0,0.0,-4.0,0.0,-335.0,20.0,20.0,39.0,-2579.0,False
198,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_198.txt,86.0,86.0,199.0,183.0,7.0,7.0,7.0,-304.0,0.0,-19.0,0.0,-319.0,0.0,-25.0,0.0,-364.0,0.0,0.0,0.0,-266.0,0.0,-17.0,0.0,-436.0,0.0,-45.0,0.0,-457.0,86.0,86.0,206.0,-1963.0,False
199,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_199.txt,99.0,99.0,365.0,365.0,38.0,38.0,66.0,-135.0,59.0,59.0,59.0,-160.0,63.0,63.0,63.0,-131.0,0.0,-17.0,0.0,-270.0,60.0,60.0,60.0,-255.0,0.0,-9.0,0.0,-335.0,99.0,99.0,613.0,-921.0,False
200,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_200.txt,86.0,86.0,211.0,95.0,22.0,22.0,36.0,-180.0,37.0,37.0,37.0,-248.0,48.0,48.0,48.0,-234.0,0.0,-17.0,0.0,-297.0,0.0,-15.0,0.0,-218.0,55.0,55.0,71.0,-45.0,86.0,86.0,403.0,-1127.0,False
201,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_201.txt,0.0,-1.0,0.0,-426.0,46.0,46.0,75.0,-69.0,24.0,24.0,28.0,-304.0,0.0,-17.0,0.0,-313.0,0.0,-6.0,0.0,-348.0,0.0,-13.0,0.0,-335.0,20.0,20.0,20.0,-146.0,46.0,46.0,123.0,-1941.0,False
202,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_202.txt,77.0,77.0,77.0,-387.0,80.0,80.0,80.0,-430.0,0.0,-89.0,0.0,-816.0,71.0,71.0,71.0,-441.0,43.0,43.0,78.0,-141.0,39.0,39.0,39.0,-458.0,100.0,100.0,286.0,183.0,100.0,100.0,631.0,-2490.0,False
203,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_203.txt,0.0,-8.0,0.0,-301.0,0.0,-16.0,0.0,-396.0,25.0,25.0,43.0,-122.0,4.0,4.0,4.0,-371.0,0.0,-20.0,0.0,-326.0,0.0,-10.0,0.0,-315.0,24.0,24.0,33.0,-69.0,25.0,25.0,80.0,-1900.0,False
204,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_204.txt,8.0,8.0,9.0,-245.0,68.0,68.0,114.0,-26.0,11.0,11.0,16.0,-242.0,12.0,12.0,12.0,-337.0,0.0,-49.0,0.0,-573.0,0.0,-33.0,0.0,-444.0,0.0,-5.0,0.0,-381.0,68.0,68.0,151.0,-2248.0,False
205,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_205.txt,46.0,46.0,55.0,-33.0,0.0,-14.0,0.0,-375.0,0.0,-4.0,0.0,-322.0,0.0,-10.0,0.0,-373.0,0.0,-21.0,0.0,-282.0,0.0,-4.0,0.0,-374.0,52.0,52.0,75.0,-96.0,52.0,52.0,130.0,-1855.0,False
206,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_206.txt,0.0,-14.0,0.0,-320.0,0.0,-3.0,0.0,-303.0,0.0,-5.0,0.0,-444.0,0.0,-7.0,0.0,-407.0,0.0,-9.0,0.0,-337.0,0.0,-12.0,0.0,-297.0,121.0,121.0,345.0,345.0,121.0,121.0,345.0,-1763.0,False
207,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_207.txt,87.0,87.0,211.0,130.0,35.0,35.0,35.0,-171.0,12.0,12.0,12.0,-185.0,43.0,43.0,43.0,-211.0,0.0,-1.0,0.0,-283.0,0.0,-3.0,0.0,-376.0,13.0,13.0,13.0,-159.0,87.0,87.0,314.0,-1255.0,False
208,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_208.txt,36.0,36.0,68.0,-1.0,35.0,35.0,35.0,-208.0,8.0,8.0,8.0,-265.0,13.0,13.0,13.0,-421.0,0.0,-20.0,0.0,-386.0,0.0,-13.0,0.0,-322.0,0.0,-21.0,0.0,-398.0,36.0,36.0,124.0,-2001.0,False
209,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_209.txt,83.0,83.0,83.0,-123.0,0.0,-3.0,0.0,-285.0,16.0,16.0,16.0,-209.0,1.0,1.0,1.0,-405.0,0.0,-20.0,0.0,-419.0,0.0,-1.0,0.0,-464.0,0.0,-14.0,0.0,-386.0,83.0,83.0,100.0,-2291.0,False
210,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_210.txt,110.0,110.0,344.0,297.0,126.0,126.0,376.0,270.0,52.0,52.0,92.0,-151.0,72.0,72.0,72.0,-328.0,46.0,46.0,68.0,-260.0,68.0,68.0,88.0,-135.0,80.0,80.0,80.0,-279.0,126.0,126.0,1120.0,-586.0,False
211,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_211.txt,56.0,56.0,86.0,-137.0,38.0,38.0,38.0,-244.0,55.0,55.0,71.0,-314.0,59.0,59.0,124.0,-7.0,0.0,-9.0,0.0,-466.0,46.0,46.0,125.0,-41.0,10.0,10.0,10.0,-343.0,59.0,59.0,454.0,-1552.0,False
212,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_212.txt,0.0,-5.0,0.0,-304.0,90.0,90.0,99.0,-196.0,9.0,9.0,9.0,-218.0,28.0,28.0,28.0,-318.0,19.0,19.0,19.0,-257.0,0.0,0.0,0.0,-273.0,131.0,131.0,393.0,393.0,131.0,131.0,548.0,-1173.0,False
213,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_213.txt,37.0,37.0,37.0,-329.0,0.0,-8.0,0.0,-309.0,18.0,18.0,18.0,-396.0,0.0,-8.0,0.0,-239.0,34.0,34.0,34.0,-300.0,25.0,25.0,59.0,-32.0,7.0,7.0,12.0,-170.0,37.0,37.0,160.0,-1775.0,False
214,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_214.txt,127.0,127.0,174.0,-10.0,79.0,79.0,104.0,-71.0,0.0,-10.0,0.0,-369.0,27.0,27.0,27.0,-365.0,14.0,14.0,14.0,-385.0,0.0,-1.0,0.0,-459.0,2.0,2.0,2.0,-369.0,127.0,127.0,321.0,-2028.0,False
215,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_215.txt,0.0,-47.0,0.0,-526.0,0.0,-14.0,0.0,-363.0,43.0,43.0,87.0,10.0,0.0,-7.0,0.0,-374.0,0.0,-3.0,0.0,-400.0,0.0,-13.0,0.0,-341.0,51.0,51.0,73.0,-48.0,51.0,51.0,160.0,-2042.0,False
216,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_216.txt,58.0,58.0,113.0,66.0,20.0,20.0,20.0,-167.0,0.0,-4.0,0.0,-284.0,65.0,65.0,75.0,-36.0,17.0,17.0,17.0,-132.0,0.0,-25.0,0.0,-318.0,0.0,-19.0,0.0,-300.0,65.0,65.0,225.0,-1171.0,False
217,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_217.txt,14.0,14.0,14.0,-434.0,0.0,-8.0,0.0,-649.0,200.0,200.0,530.0,529.0,65.0,65.0,86.0,-301.0,71.0,71.0,71.0,-337.0,13.0,13.0,13.0,-391.0,114.0,114.0,218.0,-33.0,200.0,200.0,932.0,-1616.0,False
218,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_218.txt,30.0,30.0,30.0,-375.0,0.0,-5.0,0.0,-312.0,21.0,21.0,21.0,-227.0,0.0,0.0,0.0,-281.0,46.0,46.0,46.0,-184.0,46.0,46.0,83.0,9.0,0.0,-19.0,0.0,-469.0,46.0,46.0,180.0,-1839.0,False
219,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_219.txt,135.0,135.0,345.0,97.0,18.0,18.0,18.0,-422.0,59.0,59.0,59.0,-367.0,56.0,56.0,56.0,-354.0,0.0,-57.0,0.0,-729.0,69.0,69.0,130.0,-97.0,39.0,39.0,73.0,-138.0,135.0,135.0,681.0,-2010.0,False
220,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_220.txt,34.0,34.0,42.0,-102.0,0.0,-3.0,0.0,-167.0,4.0,4.0,4.0,-249.0,0.0,-7.0,0.0,-113.0,0.0,-2.0,0.0,-261.0,0.0,0.0,0.0,-236.0,0.0,-26.0,0.0,-337.0,34.0,34.0,46.0,-1465.0,False
221,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_221.txt,99.0,99.0,141.0,-27.0,86.0,86.0,172.0,35.0,11.0,11.0,11.0,-185.0,67.0,67.0,114.0,-71.0,64.0,64.0,64.0,-263.0,0.0,-48.0,0.0,-545.0,102.0,102.0,218.0,90.0,102.0,102.0,720.0,-966.0,False
222,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_222.txt,97.0,97.0,162.0,69.0,43.0,43.0,43.0,-373.0,0.0,-7.0,0.0,-460.0,34.0,34.0,53.0,-139.0,0.0,-30.0,0.0,-489.0,43.0,43.0,43.0,-270.0,0.0,-10.0,0.0,-460.0,97.0,97.0,301.0,-2122.0,False
223,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_223.txt,43.0,43.0,100.0,-86.0,124.0,124.0,270.0,71.0,38.0,38.0,38.0,-288.0,0.0,-70.0,0.0,-703.0,29.0,29.0,29.0,-351.0,59.0,59.0,59.0,-372.0,14.0,14.0,14.0,-326.0,124.0,124.0,510.0,-2055.0,False
