Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
166,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_166.txt,87.0,87.0,188.0,154.0,62.0,62.0,111.0,-100.0,0.0,-32.0,0.0,-315.0,21.0,21.0,39.0,-148.0,0.0,-16.0,0.0,-399.0,0.0,-5.0,0.0,-369.0,87.0,87.0,338.0,-1177.0,False
167,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_167.txt,57.0,57.0,75.0,-194.0,66.0,66.0,153.0,-49.0,123.0,123.0,188.0,58.0,109.0,109.0,147.0,-20.0,8.0,8.0,8.0,-456.0,0.0,-60.0,0.0,-702.0,123.0,123.0,571.0,-1363.0,False
168,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_168.txt,129.0,129.0,310.0,307.0,0.0,-17.0,0.0,-240.0,54.0,54.0,69.0,-12.0,9.0,9.0,9.0,-136.0,0.0,-42.0,0.0,-276.0,3.0,3.0,3.0,-163.0,129.0,129.0,391.0,-520.0,False
169,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_169.txt,146.0,146.0,377.0,369.0,109.0,109.0,278.0,60.0,22.0,22.0,39.0,-228.0,12.0,12.0,20.0,-128.0,22.0,22.0,22.0,-323.0,0.0,-14.0,0.0,-295.0,146.0,146.0,736.0,-545.0,False
170,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_170.txt,47.0,47.0,52.0,-144.0,32.0,32.0,32.0,-346.0,0.0,-65.0,0.0,-529.0,0.0,-18.0,0.0,-421.0,0.0,-46.0,0.0,-595.0,78.0,78.0,93.0,-26.0,78.0,78.0,177.0,-2061.0,False
171,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_171.txt,107.0,107.0,120.0,18.0,94.0,94.0,191.0,102.0,72.0,72.0,72.0,-320.0,39.0,39.0,39.0,-279.0,28.0,28.0,28.0,-302.0,30.0,30.0,30.0,-254.0,107.0,107.0,480.0,-1035.0,False
172,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_172.txt,132.0,132.0,296.0,200.0,155.0,155.0,269.0,131.0,19.0,19.0,19.0,-614.0,34.0,34.0,45.0,-518.0,48.0,48.0,48.0,-466.0,0.0,-74.0,0.0,-794.0,155.0,155.0,677.0,-2061.0,False
173,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_173.txt,155.0,155.0,197.0,77.0,0.0,-95.0,0.0,-769.0,19.0,19.0,19.0,-426.0,37.0,37.0,95.0,-180.0,46.0,46.0,46.0,-403.0,15.0,15.0,15.0,-258.0,155.0,155.0,372.0,-1959.0,False
174,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_174.txt,104.0,104.0,182.0,104.0,55.0,55.0,108.0,-4.0,54.0,54.0,94.0,-258.0,49.0,49.0,87.0,-177.0,101.0,101.0,161.0,-78.0,37.0,37.0,37.0,-336.0,104.0,104.0,669.0,-749.0,False
175,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_175.txt,27.0,27.0,45.0,-145.0,25.0,25.0,25.0,-212.0,36.0,36.0,59.0,-1.0,0.0,-17.0,0.0,-266.0,67.0,67.0,107.0,-20.0,0.0,-7.0,0.0,-196.0,67.0,67.0,236.0,-840.0,False
176,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_176.txt,121.0,121.0,208.0,135.0,71.0,71.0,92.0,-47.0,34.0,34.0,62.0,-268.0,29.0,29.0,29.0,-370.0,0.0,0.0,0.0,-525.0,0.0,-23.0,0.0,-496.0,121.0,121.0,391.0,-1571.0,False
177,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_177.txt,53.0,53.0,103.0,52.0,0.0,0.0,0.0,-282.0,0.0,-6.0,0.0,-182.0,0.0,-21.0,0.0,-320.0,26.0,26.0,50.0,-73.0,43.0,43.0,71.0,-30.0,53.0,53.0,224.0,-835.0,False
178,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_178.txt,24.0,24.0,27.0,-54.0,0.0,-52.0,0.0,-397.0,0.0,-13.0,0.0,-392.0,10.0,10.0,10.0,-103.0,0.0,-7.0,0.0,-338.0,20.0,20.0,20.0,-200.0,24.0,24.0,57.0,-1484.0,False
179,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_179.txt,61.0,61.0,129.0,14.0,2.0,2.0,2.0,-361.0,33.0,33.0,37.0,-179.0,0.0,-16.0,0.0,-315.0,0.0,-36.0,0.0,-377.0,108.0,108.0,338.0,338.0,108.0,108.0,506.0,-880.0,False
180,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_180.txt,39.0,39.0,56.0,-178.0,0.0,-30.0,0.0,-431.0,14.0,14.0,14.0,-262.0,0.0,-53.0,0.0,-556.0,0.0,-36.0,0.0,-474.0,83.0,83.0,121.0,-25.0,83.0,83.0,191.0,-1926.0,False
181,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_181.txt,102.0,102.0,257.0,237.0,0.0,-3.0,0.0,-254.0,0.0,-6.0,0.0,-312.0,16.0,16.0,16.0,-262.0,0.0,-33.0,0.0,-311.0,41.0,41.0,45.0,-143.0,102.0,102.0,318.0,-1045.0,False
182,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_182.txt,29.0,29.0,29.0,-141.0,0.0,-39.0,0.0,-472.0,0.0,-22.0,0.0,-445.0,0.0,-13.0,0.0,-319.0,0.0,-40.0,0.0,-388.0,0.0,-14.0,0.0,-208.0,29.0,29.0,29.0,-1973.0,False
183,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_183.txt,162.0,162.0,320.0,179.0,194.0,194.0,389.0,301.0,156.0,156.0,223.0,145.0,25.0,25.0,27.0,-284.0,0.0,-11.0,0.0,-535.0,38.0,38.0,38.0,-357.0,194.0,194.0,997.0,-551.0,False
184,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_184.txt,117.0,117.0,198.0,90.0,87.0,87.0,195.0,61.0,0.0,-3.0,0.0,-374.0,17.0,17.0,17.0,-351.0,56.0,56.0,57.0,-267.0,132.0,132.0,292.0,144.0,132.0,132.0,759.0,-697.0,False
185,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_185.txt,152.0,152.0,243.0,-40.0,89.0,89.0,162.0,-346.0,103.0,103.0,188.0,-300.0,165.0,165.0,485.0,437.0,0.0,0.0,0.0,-764.0,0.0,0.0,0.0,-764.0,165.0,165.0,1078.0,-1777.0,False
186,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_186.txt,48.0,48.0,71.0,-43.0,0.0,-32.0,0.0,-347.0,44.0,44.0,57.0,-95.0,0.0,-48.0,0.0,-394.0,48.0,48.0,73.0,-60.0,0.0,-37.0,0.0,-420.0,48.0,48.0,201.0,-1359.0,False
187,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_187.txt,182.0,182.0,417.0,417.0,0.0,0.0,0.0,-167.0,61.0,61.0,161.0,72.0,0.0,0.0,0.0,-167.0,0.0,0.0,0.0,-167.0,0.0,0.0,0.0,-167.0,182.0,182.0,578.0,-179.0,False
188,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_188.txt,82.0,82.0,115.0,-17.0,0.0,-3.0,0.0,-452.0,0.0,-9.0,0.0,-273.0,0.0,-31.0,0.0,-375.0,0.0,-54.0,0.0,-436.0,111.0,111.0,282.0,282.0,111.0,111.0,397.0,-1271.0,False
189,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_189.txt,0.0,-13.0,0.0,-178.0,0.0,-8.0,0.0,-328.0,30.0,30.0,84.0,71.0,8.0,8.0,8.0,-203.0,14.0,14.0,14.0,-322.0,53.0,53.0,118.0,12.0,53.0,53.0,224.0,-948.0,False
190,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_190.txt,32.0,32.0,66.0,-23.0,0.0,-37.0,0.0,-463.0,3.0,3.0,3.0,-383.0,0.0,-3.0,0.0,-453.0,8.0,8.0,8.0,-245.0,0.0,0.0,0.0,-489.0,32.0,32.0,77.0,-2056.0,False
191,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_191.txt,0.0,-15.0,0.0,-352.0,0.0,-58.0,0.0,-420.0,29.0,29.0,33.0,-175.0,0.0,0.0,0.0,-286.0,16.0,16.0,16.0,-170.0,0.0,-4.0,0.0,-467.0,29.0,29.0,49.0,-1870.0,False
192,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_192.txt,83.0,83.0,183.0,1.0,136.0,136.0,148.0,52.0,63.0,63.0,63.0,-328.0,71.0,71.0,71.0,-254.0,43.0,43.0,43.0,-452.0,0.0,-82.0,0.0,-709.0,136.0,136.0,508.0,-1690.0,False
193,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_193.txt,15.0,15.0,20.0,-138.0,0.0,-6.0,0.0,-411.0,0.0,-43.0,0.0,-465.0,0.0,-22.0,0.0,-229.0,0.0,-23.0,0.0,-425.0,30.0,30.0,30.0,-247.0,30.0,30.0,50.0,-1915.0,False
194,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_194.txt,92.0,92.0,177.0,31.0,50.0,50.0,66.0,-44.0,45.0,45.0,45.0,-353.0,21.0,21.0,21.0,-363.0,0.0,-21.0,0.0,-259.0,0.0,-22.0,0.0,-365.0,92.0,92.0,309.0,-1353.0,False
195,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_195.txt,119.0,119.0,149.0,-21.0,122.0,122.0,151.0,-45.0,8.0,8.0,8.0,-322.0,70.0,70.0,70.0,-343.0,0.0,-26.0,0.0,-489.0,23.0,23.0,55.0,-81.0,122.0,122.0,433.0,-1301.0,False
196,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_196.txt,129.0,129.0,332.0,199.0,126.0,126.0,301.0,199.0,40.0,40.0,46.0,-337.0,47.0,47.0,47.0,-373.0,54.0,54.0,68.0,-395.0,0.0,-43.0,0.0,-634.0,129.0,129.0,794.0,-1341.0,False
197,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_197.txt,104.0,104.0,272.0,91.0,0.0,-46.0,0.0,-547.0,0.0,-4.0,0.0,-387.0,0.0,-19.0,0.0,-426.0,0.0,-60.0,0.0,-511.0,122.0,122.0,425.0,425.0,122.0,122.0,697.0,-1355.0,False
198,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_198.txt,32.0,32.0,53.0,-48.0,1.0,1.0,1.0,-255.0,33.0,33.0,52.0,-132.0,11.0,11.0,11.0,-186.0,0.0,-49.0,0.0,-480.0,0.0,-9.0,0.0,-388.0,33.0,33.0,117.0,-1489.0,False
199,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_199.txt,57.0,57.0,100.0,27.0,1.0,1.0,1.0,-352.0,28.0,28.0,28.0,-139.0,0.0,-9.0,0.0,-357.0,0.0,-61.0,0.0,-488.0,67.0,67.0,79.0,-161.0,67.0,67.0,208.0,-1470.0,False
200,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_200.txt,54.0,54.0,150.0,9.0,103.0,103.0,134.0,-11.0,11.0,11.0,11.0,-299.0,97.0,97.0,175.0,-3.0,0.0,-15.0,0.0,-280.0,0.0,-22.0,0.0,-399.0,103.0,103.0,470.0,-983.0,False
201,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_201.txt,150.0,150.0,559.0,559.0,0.0,-17.0,0.0,-452.0,0.0,-6.0,0.0,-405.0,8.0,8.0,8.0,-421.0,14.0,14.0,14.0,-427.0,2.0,2.0,2.0,-494.0,150.0,150.0,583.0,-1640.0,False
202,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_202.txt,20.0,20.0,46.0,-166.0,64.0,64.0,144.0,132.0,0.0,-1.0,0.0,-407.0,0.0,-6.0,0.0,-447.0,0.0,-5.0,0.0,-428.0,0.0,-47.0,0.0,-520.0,64.0,64.0,190.0,-1836.0,False
203,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_203.txt,36.0,36.0,95.0,45.0,3.0,3.0,3.0,-306.0,0.0,-20.0,0.0,-336.0,66.0,66.0,66.0,-117.0,0.0,-32.0,0.0,-298.0,0.0,-7.0,0.0,-403.0,66.0,66.0,164.0,-1415.0,False
204,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_204.txt,118.0,118.0,216.0,-35.0,75.0,75.0,120.0,-168.0,122.0,122.0,178.0,4.0,160.0,160.0,183.0,-118.0,34.0,34.0,34.0,-416.0,0.0,-44.0,0.0,-696.0,160.0,160.0,731.0,-1429.0,False
205,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_205.txt,23.0,23.0,23.0,-484.0,85.0,85.0,145.0,-104.0,150.0,150.0,291.0,236.0,0.0,-45.0,0.0,-709.0,32.0,32.0,32.0,-378.0,79.0,79.0,171.0,71.0,150.0,150.0,662.0,-1368.0,False
206,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_206.txt,66.0,66.0,120.0,41.0,37.0,37.0,52.0,-27.0,0.0,-46.0,0.0,-354.0,0.0,-44.0,0.0,-396.0,0.0,-39.0,0.0,-437.0,0.0,-51.0,0.0,-411.0,66.0,66.0,172.0,-1584.0,False
207,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_207.txt,47.0,47.0,119.0,30.0,73.0,73.0,111.0,13.0,0.0,-11.0,0.0,-336.0,59.0,59.0,59.0,-145.0,0.0,-21.0,0.0,-344.0,0.0,-34.0,0.0,-349.0,73.0,73.0,289.0,-1131.0,False
208,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_208.txt,81.0,81.0,179.0,9.0,66.0,66.0,164.0,13.0,23.0,23.0,23.0,-445.0,0.0,-28.0,0.0,-454.0,0.0,-49.0,0.0,-539.0,17.0,17.0,33.0,-198.0,81.0,81.0,399.0,-1614.0,False
209,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_209.txt,15.0,15.0,15.0,-171.0,0.0,-14.0,0.0,-360.0,44.0,44.0,131.0,103.0,0.0,-17.0,0.0,-343.0,0.0,-66.0,0.0,-440.0,19.0,19.0,19.0,-248.0,44.0,44.0,165.0,-1459.0,False
210,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_210.txt,51.0,51.0,100.0,-89.0,88.0,88.0,107.0,-113.0,0.0,0.0,0.0,-455.0,19.0,19.0,22.0,-276.0,0.0,0.0,0.0,-455.0,112.0,112.0,213.0,213.0,112.0,112.0,442.0,-1175.0,False
211,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_211.txt,0.0,-3.0,0.0,-298.0,0.0,-2.0,0.0,-368.0,15.0,15.0,20.0,-169.0,11.0,11.0,13.0,-186.0,12.0,12.0,12.0,-178.0,0.0,-18.0,0.0,-362.0,15.0,15.0,45.0,-1561.0,False
212,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_212.txt,0.0,-16.0,0.0,-423.0,49.0,49.0,49.0,-70.0,0.0,-17.0,0.0,-233.0,2.0,2.0,2.0,-279.0,0.0,-3.0,0.0,-278.0,21.0,21.0,21.0,-73.0,49.0,49.0,72.0,-1356.0,False
213,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_213.txt,0.0,-46.0,0.0,-383.0,6.0,6.0,6.0,-366.0,28.0,28.0,34.0,-56.0,0.0,-18.0,0.0,-369.0,10.0,10.0,10.0,-193.0,63.0,63.0,67.0,18.0,63.0,63.0,117.0,-1349.0,False
214,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_214.txt,86.0,86.0,151.0,53.0,0.0,-22.0,0.0,-384.0,6.0,6.0,6.0,-285.0,102.0,102.0,140.0,-60.0,87.0,87.0,128.0,15.0,0.0,-10.0,0.0,-380.0,102.0,102.0,425.0,-1041.0,False
215,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_215.txt,56.0,56.0,181.0,178.0,0.0,-6.0,0.0,-278.0,0.0,-7.0,0.0,-292.0,37.0,37.0,47.0,-101.0,15.0,15.0,41.0,-4.0,0.0,-27.0,0.0,-400.0,56.0,56.0,269.0,-897.0,False
216,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_216.txt,46.0,46.0,82.0,-54.0,117.0,117.0,320.0,219.0,4.0,4.0,4.0,-255.0,112.0,112.0,232.0,125.0,8.0,8.0,8.0,-317.0,27.0,27.0,27.0,-384.0,117.0,117.0,673.0,-666.0,False
217,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_217.txt,59.0,59.0,59.0,-90.0,24.0,24.0,36.0,-108.0,0.0,-9.0,0.0,-435.0,12.0,12.0,18.0,-143.0,0.0,-3.0,0.0,-341.0,0.0,-31.0,0.0,-496.0,59.0,59.0,113.0,-1613.0,False
218,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_218.txt,88.0,88.0,121.0,-22.0,107.0,107.0,155.0,-139.0,0.0,-62.0,0.0,-720.0,76.0,76.0,121.0,-153.0,123.0,123.0,148.0,4.0,44.0,44.0,44.0,-409.0,123.0,123.0,589.0,-1439.0,False
219,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_219.txt,0.0,0.0,0.0,-428.0,21.0,21.0,21.0,-419.0,26.0,26.0,42.0,-352.0,0.0,-8.0,0.0,-535.0,62.0,62.0,130.0,56.0,32.0,32.0,32.0,-227.0,62.0,62.0,225.0,-1905.0,False
220,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_220.txt,54.0,54.0,54.0,-206.0,25.0,25.0,33.0,-86.0,0.0,-36.0,0.0,-358.0,1.0,1.0,1.0,-162.0,0.0,-59.0,0.0,-406.0,0.0,-19.0,0.0,-367.0,54.0,54.0,88.0,-1585.0,False
221,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_221.txt,166.0,166.0,248.0,-168.0,0.0,0.0,0.0,-760.0,136.0,136.0,263.0,-85.0,82.0,82.0,123.0,-284.0,0.0,0.0,0.0,-760.0,167.0,167.0,356.0,341.0,167.0,167.0,990.0,-1716.0,False
222,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_222.txt,2.0,2.0,2.0,-288.0,82.0,82.0,150.0,63.0,0.0,-6.0,0.0,-253.0,0.0,-33.0,0.0,-400.0,0.0,-23.0,0.0,-379.0,18.0,18.0,34.0,-7.0,82.0,82.0,186.0,-1264.0,False
223,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_223.txt,24.0,24.0,24.0,-91.0,46.0,46.0,46.0,-172.0,0.0,-11.0,0.0,-339.0,22.0,22.0,54.0,-51.0,0.0,-55.0,0.0,-447.0,0.0,-23.0,0.0,-373.0,46.0,46.0,124.0,-1473.0,False
224,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_224.txt,117.0,117.0,174.0,65.0,20.0,20.0,32.0,-215.0,109.0,109.0,181.0,74.0,63.0,63.0,63.0,-265.0,15.0,15.0,15.0,-309.0,0.0,-9.0,0.0,-319.0,117.0,117.0,465.0,-969.0,False
225,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_225.txt,24.0,24.0,53.0,-5.0,13.0,13.0,15.0,-177.0,25.0,25.0,42.0,-57.0,0.0,-36.0,0.0,-424.0,0.0,-10.0,0.0,-302.0,0.0,-5.0,0.0,-415.0,25.0,25.0,110.0,-1380.0,False
226,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_226.txt,0.0,-19.0,0.0,-296.0,27.0,27.0,27.0,-174.0,0.0,-26.0,0.0,-201.0,3.0,3.0,3.0,-294.0,79.0,79.0,194.0,171.0,101.0,101.0,291.0,291.0,101.0,101.0,515.0,-503.0,False
227,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_227.txt,49.0,49.0,107.0,74.0,46.0,46.0,65.0,-48.0,90.0,90.0,167.0,38.0,5.0,5.0,5.0,-375.0,25.0,25.0,25.0,-357.0,0.0,-25.0,0.0,-455.0,90.0,90.0,369.0,-1123.0,False
228,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_228.txt,87.0,87.0,161.0,15.0,2.0,2.0,2.0,-419.0,117.0,117.0,193.0,115.0,0.0,-69.0,0.0,-638.0,72.0,72.0,72.0,-282.0,77.0,77.0,77.0,-202.0,117.0,117.0,505.0,-1411.0,False
229,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_229.txt,118.0,118.0,199.0,170.0,0.0,-18.0,0.0,-430.0,25.0,25.0,25.0,-352.0,0.0,-24.0,0.0,-442.0,0.0,-17.0,0.0,-331.0,0.0,-25.0,0.0,-606.0,118.0,118.0,224.0,-1991.0,False
230,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_230.txt,36.0,36.0,36.0,-393.0,77.0,77.0,77.0,-240.0,63.0,63.0,88.0,-247.0,117.0,117.0,119.0,-32.0,0.0,-95.0,0.0,-724.0,134.0,134.0,134.0,-157.0,134.0,134.0,454.0,-1793.0,False
231,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_231.txt,159.0,159.0,188.0,64.0,60.0,60.0,97.0,-91.0,115.0,115.0,128.0,-1.0,28.0,28.0,28.0,-299.0,0.0,-21.0,0.0,-272.0,29.0,29.0,66.0,-114.0,159.0,159.0,507.0,-713.0,False
232,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_232.txt,15.0,15.0,15.0,-147.0,83.0,83.0,103.0,-33.0,0.0,-10.0,0.0,-369.0,3.0,3.0,3.0,-336.0,28.0,28.0,31.0,-78.0,0.0,-11.0,0.0,-337.0,83.0,83.0,152.0,-1300.0,False
233,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_233.txt,61.0,61.0,61.0,-22.0,32.0,32.0,41.0,-217.0,53.0,53.0,98.0,-17.0,42.0,42.0,42.0,-345.0,0.0,-15.0,0.0,-316.0,50.0,50.0,111.0,88.0,61.0,61.0,353.0,-829.0,False
234,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_234.txt,100.0,100.0,179.0,-235.0,0.0,0.0,0.0,-781.0,127.0,127.0,175.0,-238.0,0.0,0.0,0.0,-781.0,171.0,171.0,333.0,-28.0,153.0,153.0,305.0,129.0,171.0,171.0,992.0,-1934.0,False
235,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_235.txt,36.0,36.0,64.0,-46.0,80.0,80.0,91.0,-158.0,81.0,81.0,133.0,-63.0,25.0,25.0,25.0,-352.0,0.0,-54.0,0.0,-483.0,0.0,0.0,0.0,-360.0,81.0,81.0,313.0,-1462.0,False
236,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_236.txt,57.0,57.0,104.0,-122.0,51.0,51.0,86.0,-54.0,32.0,32.0,46.0,-92.0,16.0,16.0,16.0,-307.0,0.0,-3.0,0.0,-381.0,2.0,2.0,2.0,-338.0,57.0,57.0,254.0,-1294.0,False
237,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_237.txt,44.0,44.0,44.0,-341.0,46.0,46.0,79.0,-50.0,26.0,26.0,48.0,-122.0,0.0,-8.0,0.0,-223.0,0.0,-44.0,0.0,-452.0,0.0,-16.0,0.0,-419.0,46.0,46.0,171.0,-1607.0,False
238,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_238.txt,128.0,128.0,137.0,-108.0,15.0,15.0,15.0,-512.0,19.0,19.0,19.0,-389.0,0.0,-83.0,0.0,-702.0,38.0,38.0,38.0,-440.0,184.0,184.0,210.0,147.0,184.0,184.0,419.0,-2004.0,False
239,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_239.txt,56.0,56.0,57.0,-220.0,47.0,47.0,47.0,-227.0,0.0,-5.0,0.0,-423.0,0.0,0.0,0.0,-328.0,64.0,64.0,106.0,21.0,61.0,61.0,143.0,29.0,64.0,64.0,353.0,-1148.0,False
240,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_240.txt,45.0,45.0,50.0,-42.0,27.0,27.0,38.0,-119.0,0.0,-28.0,0.0,-368.0,34.0,34.0,34.0,-438.0,22.0,22.0,22.0,-330.0,0.0,-38.0,0.0,-513.0,45.0,45.0,144.0,-1810.0,False
241,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_241.txt,58.0,58.0,79.0,-10.0,0.0,-13.0,0.0,-368.0,0.0,-28.0,0.0,-361.0,23.0,23.0,23.0,-163.0,10.0,10.0,10.0,-170.0,0.0,-4.0,0.0,-430.0,58.0,58.0,112.0,-1502.0,False
242,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_242.txt,72.0,72.0,96.0,-185.0,39.0,39.0,39.0,-174.0,0.0,-4.0,0.0,-284.0,43.0,43.0,44.0,-162.0,0.0,-32.0,0.0,-431.0,0.0,-31.0,0.0,-459.0,72.0,72.0,179.0,-1695.0,False
243,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_243.txt,23.0,23.0,31.0,-25.0,0.0,-21.0,0.0,-367.0,0.0,-20.0,0.0,-363.0,0.0,-4.0,0.0,-290.0,0.0,-11.0,0.0,-223.0,0.0,-15.0,0.0,-227.0,23.0,23.0,31.0,-1495.0,False
244,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_244.txt,116.0,116.0,210.0,-82.0,117.0,117.0,143.0,-170.0,0.0,0.0,0.0,-747.0,0.0,0.0,0.0,-747.0,68.0,68.0,134.0,-338.0,74.0,74.0,183.0,113.0,117.0,117.0,670.0,-1971.0,False
245,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_245.txt,53.0,53.0,53.0,-141.0,0.0,-35.0,0.0,-531.0,40.0,40.0,92.0,-105.0,0.0,-26.0,0.0,-469.0,0.0,-20.0,0.0,-407.0,15.0,15.0,17.0,-222.0,53.0,53.0,162.0,-1875.0,False
246,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_246.txt,115.0,115.0,133.0,-196.0,47.0,47.0,47.0,-474.0,40.0,40.0,85.0,-175.0,107.0,107.0,206.0,128.0,5.0,5.0,5.0,-449.0,0.0,-86.0,0.0,-819.0,115.0,115.0,476.0,-1985.0,False
247,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_247.txt,31.0,31.0,31.0,-446.0,87.0,87.0,157.0,85.0,77.0,77.0,133.0,-179.0,10.0,10.0,10.0,-549.0,0.0,-59.0,0.0,-778.0,126.0,126.0,172.0,-100.0,126.0,126.0,503.0,-1967.0,False
248,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_248.txt,36.0,36.0,66.0,-50.0,0.0,0.0,0.0,-347.0,0.0,-16.0,0.0,-283.0,1.0,1.0,1.0,-331.0,0.0,-24.0,0.0,-246.0,66.0,66.0,113.0,65.0,66.0,66.0,180.0,-1192.0,False
249,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_249.txt,6.0,6.0,6.0,-42.0,41.0,41.0,41.0,-250.0,53.0,53.0,65.0,-19.0,80.0,80.0,83.0,39.0,0.0,-36.0,0.0,-378.0,0.0,-35.0,0.0,-359.0,80.0,80.0,195.0,-1009.0,False
