Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
120,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_120.txt,61.0,61.0,61.0,-328.0,127.0,127.0,225.0,152.0,65.0,65.0,65.0,-288.0,78.0,78.0,78.0,-355.0,19.0,19.0,19.0,-386.0,0.0,-77.0,0.0,-710.0,25.0,25.0,25.0,-439.0,127.0,127.0,473.0,-2354.0,False,5764801.0,0.0,87341993739000.0,741.0,78.0,0.0,710.0,0.0
121,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_121.txt,0.0,-34.0,0.0,-301.0,31.0,31.0,48.0,-107.0,32.0,32.0,59.0,-223.0,34.0,34.0,41.0,-87.0,5.0,5.0,5.0,-212.0,20.0,20.0,20.0,-226.0,0.0,-5.0,0.0,-176.0,34.0,34.0,173.0,-1332.0,False,5764801.0,0.0,35926533054720.0,675.0,72.0,10637093847600.0,528.0,46.0
122,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_122.txt,0.0,-8.0,0.0,-168.0,24.0,24.0,24.0,-160.0,26.0,26.0,26.0,-249.0,0.0,-3.0,0.0,-243.0,4.0,4.0,4.0,-188.0,9.0,9.0,9.0,-155.0,18.0,18.0,18.0,-178.0,26.0,26.0,81.0,-1341.0,False,5764801.0,0.0,61120313316216.0,726.0,81.0,25500350307600.0,578.0,70.0
123,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_123.txt,36.0,36.0,72.0,-84.0,46.0,46.0,88.0,-48.0,79.0,79.0,79.0,-116.0,43.0,43.0,45.0,-164.0,49.0,49.0,62.0,-176.0,61.0,61.0,100.0,-8.0,116.0,116.0,233.0,218.0,116.0,116.0,679.0,-378.0,False,5764801.0,0.0,70168579644800.0,728.0,78.0,1113758910000.0,456.0,12.0
124,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_124.txt,36.0,36.0,57.0,-272.0,40.0,40.0,70.0,-182.0,0.0,-14.0,0.0,-278.0,77.0,77.0,188.0,91.0,52.0,52.0,62.0,-134.0,1.0,1.0,1.0,-377.0,10.0,10.0,10.0,-201.0,77.0,77.0,388.0,-1353.0,False,5764801.0,0.0,57527826493440.0,688.0,79.0,9375391008000.0,579.0,27.0
125,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_125.txt,0.0,-9.0,0.0,-266.0,0.0,-29.0,0.0,-355.0,45.0,45.0,45.0,-235.0,1.0,1.0,1.0,-286.0,0.0,-43.0,0.0,-402.0,0.0,-13.0,0.0,-286.0,46.0,46.0,94.0,-12.0,46.0,46.0,140.0,-1842.0,False,5764801.0,0.0,63117877874688.0,702.0,78.0,32016469605120.0,640.0,33.0
126,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_126.txt,12.0,12.0,12.0,-172.0,5.0,5.0,5.0,-221.0,4.0,4.0,6.0,-173.0,0.0,-11.0,0.0,-275.0,0.0,-10.0,0.0,-338.0,0.0,-23.0,0.0,-239.0,14.0,14.0,18.0,-49.0,14.0,14.0,41.0,-1467.0,False,5764801.0,0.0,41564114280000.0,669.0,75.0,31124399748750.0,596.0,75.0
127,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_127.txt,17.0,17.0,29.0,-248.0,69.0,69.0,69.0,-285.0,6.0,6.0,6.0,-235.0,127.0,127.0,154.0,66.0,105.0,105.0,122.0,-88.0,0.0,-77.0,0.0,-582.0,13.0,13.0,13.0,-276.0,127.0,127.0,393.0,-1648.0,False,5764801.0,0.0,45458317396800.0,648.0,77.0,0.0,582.0,0.0
128,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_128.txt,36.0,36.0,36.0,-200.0,73.0,73.0,103.0,-140.0,73.0,73.0,99.0,-67.0,73.0,73.0,219.0,142.0,34.0,34.0,34.0,-277.0,42.0,42.0,42.0,-323.0,0.0,-14.0,0.0,-338.0,73.0,73.0,533.0,-1203.0,False,5764801.0,0.0,54585680549400.0,702.0,68.0,5466949488000.0,579.0,10.0
129,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_129.txt,5.0,5.0,5.0,-406.0,48.0,48.0,48.0,-343.0,58.0,58.0,105.0,11.0,27.0,27.0,44.0,-218.0,56.0,56.0,56.0,-369.0,0.0,-72.0,0.0,-653.0,39.0,39.0,39.0,-353.0,58.0,58.0,297.0,-2331.0,False,5764801.0,0.0,30678772239360.0,653.0,59.0,0.0,653.0,0.0
130,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_130.txt,48.0,48.0,48.0,-169.0,12.0,12.0,12.0,-239.0,61.0,61.0,174.0,131.0,4.0,4.0,5.0,-225.0,16.0,16.0,16.0,-316.0,0.0,-17.0,0.0,-408.0,0.0,-10.0,0.0,-189.0,61.0,61.0,255.0,-1415.0,False,5764801.0,0.0,53301929472000.0,686.0,75.0,27212182131420.0,642.0,31.0
131,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_131.txt,89.0,89.0,107.0,-47.0,0.0,-13.0,0.0,-240.0,0.0,-7.0,0.0,-233.0,54.0,54.0,77.0,-151.0,0.0,-13.0,0.0,-244.0,0.0,-12.0,0.0,-314.0,0.0,-16.0,0.0,-265.0,89.0,89.0,184.0,-1494.0,False,5764801.0,0.0,39297174840000.0,682.0,67.0,23210030760840.0,592.0,41.0
132,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_132.txt,50.0,50.0,64.0,-29.0,32.0,32.0,32.0,-107.0,69.0,69.0,69.0,-102.0,19.0,19.0,19.0,-150.0,9.0,9.0,9.0,-142.0,39.0,39.0,39.0,-197.0,0.0,-16.0,0.0,-273.0,69.0,69.0,232.0,-1000.0,False,5764801.0,0.0,75379370774400.0,740.0,82.0,12583975219200.0,557.0,28.0
133,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_133.txt,111.0,111.0,283.0,-44.0,184.0,184.0,403.0,115.0,173.0,173.0,483.0,394.0,0.0,0.0,0.0,-656.0,0.0,0.0,0.0,-656.0,59.0,59.0,136.0,-311.0,0.0,0.0,0.0,-656.0,184.0,184.0,1305.0,-1814.0,False,5764801.0,0.0,35536970890080.0,685.0,65.0,0.0,656.0,0.0
134,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_134.txt,125.0,125.0,197.0,0.0,47.0,47.0,64.0,-354.0,0.0,0.0,0.0,-678.0,81.0,81.0,213.0,48.0,63.0,63.0,96.0,-335.0,97.0,97.0,152.0,-32.0,0.0,0.0,0.0,-678.0,125.0,125.0,722.0,-2029.0,False,5764801.0,0.0,41689271824200.0,678.0,73.0,0.0,678.0,0.0
135,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_135.txt,0.0,-2.0,0.0,-219.0,72.0,72.0,75.0,-4.0,45.0,45.0,81.0,8.0,37.0,37.0,48.0,-143.0,46.0,46.0,59.0,-225.0,31.0,31.0,31.0,-193.0,0.0,-7.0,0.0,-247.0,72.0,72.0,294.0,-1023.0,False,5764801.0,0.0,67311220838400.0,706.0,72.0,5275653969600.0,503.0,24.0
136,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_136.txt,43.0,43.0,67.0,40.0,27.0,27.0,49.0,-145.0,65.0,65.0,75.0,-23.0,0.0,-13.0,0.0,-235.0,0.0,-3.0,0.0,-169.0,0.0,-18.0,0.0,-219.0,32.0,32.0,62.0,27.0,65.0,65.0,253.0,-724.0,False,5764801.0,0.0,11515766571000.0,595.0,58.0,2441482680000.0,433.0,32.0
137,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_137.txt,28.0,28.0,55.0,-130.0,80.0,80.0,198.0,177.0,11.0,11.0,11.0,-332.0,40.0,40.0,40.0,-282.0,71.0,71.0,71.0,-292.0,67.0,67.0,67.0,-307.0,0.0,0.0,0.0,-325.0,80.0,80.0,442.0,-1491.0,False,5764801.0,0.0,60284330568000.0,712.0,79.0,8387862500160.0,600.0,15.0
138,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_138.txt,0.0,-37.0,0.0,-445.0,69.0,69.0,185.0,134.0,7.0,7.0,7.0,-334.0,0.0,0.0,0.0,-427.0,14.0,14.0,14.0,-292.0,0.0,-23.0,0.0,-374.0,0.0,-45.0,0.0,-464.0,69.0,69.0,206.0,-2202.0,False,5764801.0,0.0,71684641108080.0,687.0,77.0,64290595958820.0,687.0,66.0
139,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_139.txt,0.0,-32.0,0.0,-382.0,65.0,65.0,148.0,1.0,0.0,-10.0,0.0,-453.0,0.0,-8.0,0.0,-341.0,0.0,-29.0,0.0,-317.0,0.0,0.0,0.0,-307.0,0.0,-4.0,0.0,-362.0,65.0,65.0,148.0,-2161.0,False,5764801.0,0.0,49859230702050.0,703.0,80.0,108424041367950.0,722.0,81.0
140,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_140.txt,0.0,-37.0,0.0,-415.0,60.0,60.0,100.0,-35.0,14.0,14.0,18.0,-214.0,0.0,-12.0,0.0,-445.0,0.0,-29.0,0.0,-389.0,1.0,1.0,1.0,-266.0,0.0,-4.0,0.0,-330.0,60.0,60.0,119.0,-2094.0,False,5764801.0,0.0,73034393420800.0,734.0,82.0,73034393420800.0,701.0,70.0
141,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_141.txt,13.0,13.0,19.0,-173.0,11.0,11.0,11.0,-144.0,80.0,80.0,87.0,-39.0,0.0,-18.0,0.0,-231.0,16.0,16.0,23.0,-102.0,59.0,59.0,72.0,-71.0,76.0,76.0,80.0,-42.0,80.0,80.0,292.0,-802.0,False,5764801.0,0.0,74773061606880.0,709.0,84.0,3505367923200.0,476.0,18.0
142,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_142.txt,108.0,108.0,155.0,113.0,40.0,40.0,40.0,-219.0,44.0,44.0,80.0,-115.0,10.0,10.0,11.0,-231.0,0.0,-4.0,0.0,-384.0,19.0,19.0,19.0,-171.0,0.0,-2.0,0.0,-306.0,108.0,108.0,305.0,-1313.0,False,5764801.0,0.0,74196717154560.0,738.0,82.0,20463482096640.0,616.0,43.0
143,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_143.txt,66.0,66.0,81.0,-164.0,63.0,63.0,82.0,-114.0,65.0,65.0,65.0,-114.0,65.0,65.0,127.0,-127.0,85.0,85.0,208.0,123.0,21.0,21.0,21.0,-276.0,25.0,25.0,25.0,-295.0,85.0,85.0,609.0,-967.0,False,5764801.0,0.0,63381275020800.0,691.0,75.0,9824258949120.0,569.0,32.0
144,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_144.txt,15.0,15.0,15.0,-182.0,44.0,44.0,44.0,-127.0,69.0,69.0,69.0,-102.0,52.0,52.0,53.0,-118.0,49.0,49.0,49.0,-185.0,0.0,-4.0,0.0,-320.0,67.0,67.0,211.0,211.0,69.0,69.0,441.0,-823.0,False,5764801.0,0.0,52893404809245.0,688.0,77.0,4235921097408.0,553.0,8.0
145,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_145.txt,47.0,47.0,124.0,36.0,30.0,30.0,37.0,-185.0,0.0,0.0,0.0,-207.0,0.0,-11.0,0.0,-176.0,0.0,-15.0,0.0,-231.0,0.0,-1.0,0.0,-180.0,0.0,-15.0,0.0,-210.0,47.0,47.0,161.0,-1153.0,False,5764801.0,0.0,7588449319500.0,614.0,50.0,3957235793280.0,466.0,40.0
146,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_146.txt,34.0,34.0,34.0,-230.0,3.0,3.0,3.0,-334.0,43.0,43.0,43.0,-236.0,38.0,38.0,42.0,-233.0,11.0,11.0,11.0,-208.0,71.0,71.0,165.0,84.0,0.0,-29.0,0.0,-435.0,71.0,71.0,298.0,-1592.0,False,5764801.0,0.0,64355900387328.0,685.0,82.0,23016572343600.0,609.0,37.0
147,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_147.txt,85.0,85.0,177.0,32.0,78.0,78.0,78.0,-315.0,127.0,127.0,223.0,-29.0,48.0,48.0,48.0,-381.0,0.0,-70.0,0.0,-735.0,1.0,1.0,1.0,-466.0,45.0,45.0,45.0,-259.0,127.0,127.0,572.0,-2153.0,False,5764801.0,0.0,79505893434240.0,757.0,78.0,0.0,735.0,0.0
148,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_148.txt,43.0,43.0,98.0,-165.0,0.0,0.0,0.0,-652.0,0.0,0.0,0.0,-652.0,178.0,178.0,542.0,493.0,70.0,70.0,129.0,-207.0,64.0,64.0,114.0,-289.0,64.0,64.0,94.0,-343.0,178.0,178.0,977.0,-1815.0,False,5764801.0,0.0,44921627283456.0,657.0,74.0,0.0,652.0,0.0
149,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_149.txt,85.0,85.0,180.0,-21.0,46.0,46.0,48.0,-322.0,82.0,82.0,82.0,-353.0,0.0,-89.0,0.0,-717.0,56.0,56.0,56.0,-351.0,20.0,20.0,20.0,-302.0,49.0,49.0,108.0,-69.0,85.0,85.0,494.0,-2135.0,False,5764801.0,0.0,82084197842064.0,717.0,82.0,0.0,717.0,0.0
150,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_150.txt,5.0,5.0,5.0,-93.0,0.0,-53.0,0.0,-416.0,0.0,-16.0,0.0,-213.0,0.0,-5.0,0.0,-253.0,77.0,77.0,192.0,112.0,0.0,-8.0,0.0,-340.0,0.0,-5.0,0.0,-299.0,77.0,77.0,197.0,-1502.0,False,5764801.0,0.0,64236369859200.0,695.0,81.0,46703160092160.0,638.0,66.0
151,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_151.txt,9.0,9.0,9.0,-257.0,43.0,43.0,43.0,-284.0,42.0,42.0,102.0,84.0,5.0,5.0,5.0,-292.0,31.0,31.0,31.0,-255.0,0.0,-8.0,0.0,-350.0,0.0,-12.0,0.0,-299.0,43.0,43.0,190.0,-1653.0,False,5764801.0,0.0,33999377256000.0,643.0,73.0,16749279607200.0,584.0,42.0
152,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_152.txt,168.0,168.0,434.0,404.0,0.0,0.0,0.0,-690.0,131.0,131.0,258.0,-64.0,74.0,74.0,81.0,-406.0,0.0,0.0,0.0,-690.0,67.0,67.0,102.0,-393.0,78.0,78.0,125.0,-340.0,168.0,168.0,1000.0,-2179.0,False,5764801.0,0.0,59421710848500.0,701.0,77.0,0.0,690.0,0.0
153,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_153.txt,0.0,-14.0,0.0,-432.0,0.0,0.0,0.0,-175.0,0.0,-9.0,0.0,-209.0,10.0,10.0,10.0,-137.0,0.0,-7.0,0.0,-309.0,0.0,-3.0,0.0,-300.0,0.0,-7.0,0.0,-257.0,10.0,10.0,10.0,-1819.0,False,5764801.0,0.0,61973035407360.0,711.0,73.0,61973035407360.0,671.0,66.0
154,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_154.txt,110.0,110.0,176.0,-8.0,97.0,97.0,112.0,-308.0,40.0,40.0,81.0,18.0,37.0,37.0,49.0,-363.0,0.0,-39.0,0.0,-651.0,78.0,78.0,78.0,-331.0,97.0,97.0,97.0,-189.0,110.0,110.0,593.0,-1832.0,False,5764801.0,0.0,43287267452400.0,741.0,75.0,0.0,651.0,0.0
155,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_155.txt,0.0,-19.0,0.0,-353.0,24.0,24.0,40.0,-178.0,0.0,-3.0,0.0,-241.0,0.0,-6.0,0.0,-205.0,0.0,-21.0,0.0,-296.0,0.0,-28.0,0.0,-303.0,16.0,16.0,37.0,21.0,24.0,24.0,77.0,-1555.0,False,5764801.0,0.0,41065871616000.0,647.0,75.0,32781044736000.0,613.0,61.0
156,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_156.txt,14.0,14.0,18.0,-185.0,0.0,-18.0,0.0,-326.0,0.0,-13.0,0.0,-372.0,0.0,-5.0,0.0,-135.0,0.0,0.0,0.0,-145.0,0.0,-4.0,0.0,-284.0,0.0,-8.0,0.0,-268.0,14.0,14.0,18.0,-1715.0,False,5764801.0,0.0,90310776912720.0,743.0,87.0,46644027636240.0,629.0,81.0
157,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_157.txt,130.0,130.0,212.0,-81.0,80.0,80.0,123.0,-381.0,81.0,81.0,124.0,-349.0,0.0,0.0,0.0,-630.0,95.0,95.0,214.0,39.0,0.0,0.0,0.0,-630.0,83.0,83.0,243.0,179.0,130.0,130.0,916.0,-1853.0,False,5764801.0,0.0,42764143968000.0,665.0,74.0,0.0,630.0,0.0
158,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_158.txt,52.0,52.0,126.0,87.0,9.0,9.0,9.0,-248.0,22.0,22.0,33.0,-247.0,0.0,-8.0,0.0,-135.0,23.0,23.0,23.0,-271.0,8.0,8.0,8.0,-326.0,0.0,-31.0,0.0,-338.0,52.0,52.0,199.0,-1478.0,False,5764801.0,0.0,50354180997120.0,700.0,68.0,32725978084800.0,628.0,44.0
159,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_159.txt,35.0,35.0,48.0,-153.0,0.0,-10.0,0.0,-302.0,0.0,-28.0,0.0,-314.0,8.0,8.0,8.0,-300.0,14.0,14.0,29.0,-31.0,38.0,38.0,38.0,-233.0,3.0,3.0,3.0,-228.0,38.0,38.0,126.0,-1561.0,False,5764801.0,0.0,34473830040000.0,658.0,78.0,23826651413760.0,605.0,40.0
160,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_160.txt,44.0,44.0,85.0,-283.0,0.0,0.0,0.0,-655.0,73.0,73.0,87.0,-325.0,0.0,0.0,0.0,-655.0,115.0,115.0,287.0,217.0,59.0,59.0,98.0,-354.0,114.0,114.0,277.0,150.0,115.0,115.0,834.0,-1905.0,False,5764801.0,0.0,35886328128000.0,665.0,71.0,0.0,655.0,0.0
161,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_161.txt,5.0,5.0,5.0,-209.0,0.0,-17.0,0.0,-392.0,0.0,-2.0,0.0,-380.0,0.0,-39.0,0.0,-364.0,0.0,-15.0,0.0,-286.0,13.0,13.0,13.0,-235.0,8.0,8.0,15.0,-79.0,13.0,13.0,33.0,-1945.0,False,5764801.0,0.0,78139375921152.0,738.0,78.0,69308156281000.0,700.0,65.0
162,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_162.txt,25.0,25.0,25.0,-360.0,40.0,40.0,87.0,-122.0,56.0,56.0,81.0,-72.0,17.0,17.0,17.0,-473.0,44.0,44.0,44.0,-266.0,83.0,83.0,83.0,-398.0,0.0,-86.0,0.0,-710.0,83.0,83.0,337.0,-2401.0,False,5764801.0,0.0,59858775535104.0,710.0,74.0,0.0,710.0,0.0
163,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_163.txt,0.0,-4.0,0.0,-290.0,0.0,-1.0,0.0,-264.0,3.0,3.0,5.0,-282.0,0.0,-16.0,0.0,-386.0,0.0,0.0,0.0,-260.0,66.0,66.0,97.0,-45.0,0.0,-16.0,0.0,-359.0,66.0,66.0,102.0,-1886.0,False,5764801.0,0.0,81642629880000.0,738.0,85.0,80439475334400.0,709.0,69.0
164,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_164.txt,120.0,120.0,265.0,233.0,46.0,46.0,64.0,-294.0,34.0,34.0,34.0,-387.0,73.0,73.0,73.0,-326.0,46.0,46.0,78.0,-202.0,0.0,-32.0,0.0,-613.0,56.0,56.0,124.0,-47.0,120.0,120.0,638.0,-1636.0,False,5764801.0,0.0,27007680420864.0,632.0,74.0,0.0,613.0,0.0
165,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_165.txt,42.0,42.0,60.0,-353.0,125.0,125.0,233.0,2.0,134.0,134.0,272.0,140.0,0.0,0.0,0.0,-682.0,115.0,115.0,278.0,28.0,84.0,84.0,160.0,-180.0,0.0,0.0,0.0,-682.0,134.0,134.0,1003.0,-1727.0,False,5764801.0,0.0,56378857987584.0,710.0,76.0,0.0,682.0,0.0
166,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_166.txt,103.0,103.0,267.0,232.0,0.0,0.0,0.0,-288.0,48.0,48.0,74.0,-207.0,58.0,58.0,58.0,-212.0,44.0,44.0,44.0,-211.0,0.0,-3.0,0.0,-305.0,0.0,-11.0,0.0,-323.0,103.0,103.0,443.0,-1314.0,False,5764801.0,0.0,50874020477280.0,712.0,76.0,6315291303750.0,586.0,13.0
167,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_167.txt,22.0,22.0,32.0,-146.0,17.0,17.0,22.0,-185.0,0.0,-3.0,0.0,-279.0,13.0,13.0,13.0,-190.0,0.0,-8.0,0.0,-192.0,0.0,-41.0,0.0,-408.0,24.0,24.0,24.0,-75.0,24.0,24.0,91.0,-1475.0,False,5764801.0,0.0,20660391638400.0,659.0,68.0,14968437120000.0,580.0,50.0
168,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_168.txt,85.0,85.0,138.0,-20.0,54.0,54.0,94.0,-142.0,62.0,62.0,63.0,-224.0,45.0,45.0,80.0,-131.0,40.0,40.0,40.0,-126.0,0.0,-7.0,0.0,-343.0,22.0,22.0,22.0,-227.0,85.0,85.0,437.0,-1213.0,False,5764801.0,0.0,42525861082650.0,672.0,69.0,3337376515200.0,540.0,16.0
169,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_169.txt,104.0,104.0,204.0,117.0,150.0,150.0,335.0,84.0,106.0,106.0,197.0,-108.0,51.0,51.0,75.0,-437.0,25.0,25.0,59.0,-307.0,0.0,0.0,0.0,-647.0,0.0,0.0,0.0,-647.0,150.0,150.0,870.0,-1945.0,False,5764801.0,0.0,48031500528000.0,662.0,80.0,0.0,647.0,0.0
170,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_170.txt,11.0,11.0,11.0,-306.0,3.0,3.0,3.0,-288.0,94.0,94.0,156.0,58.0,41.0,41.0,48.0,-228.0,43.0,43.0,43.0,-144.0,0.0,-2.0,0.0,-228.0,0.0,-27.0,0.0,-324.0,94.0,94.0,261.0,-1460.0,False,5764801.0,0.0,31478824163280.0,665.0,73.0,9834251402976.0,550.0,39.0
171,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_171.txt,0.0,0.0,0.0,-703.0,67.0,67.0,90.0,-452.0,0.0,0.0,0.0,-703.0,119.0,119.0,269.0,-23.0,223.0,223.0,464.0,334.0,0.0,0.0,0.0,-703.0,138.0,138.0,361.0,45.0,223.0,223.0,1184.0,-2205.0,False,5764801.0,0.0,72084925785600.0,703.0,80.0,0.0,703.0,0.0
172,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_172.txt,31.0,31.0,40.0,-230.0,90.0,90.0,121.0,-225.0,0.0,0.0,0.0,-640.0,22.0,22.0,44.0,-367.0,0.0,0.0,0.0,-640.0,37.0,37.0,95.0,-67.0,88.0,88.0,196.0,60.0,90.0,90.0,496.0,-2109.0,False,5764801.0,0.0,13167484778448.0,684.0,52.0,0.0,640.0,0.0
173,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_173.txt,106.0,106.0,240.0,-1.0,64.0,64.0,110.0,-282.0,124.0,124.0,209.0,-51.0,0.0,0.0,0.0,-703.0,24.0,24.0,29.0,-505.0,142.0,142.0,195.0,-36.0,0.0,0.0,0.0,-703.0,142.0,142.0,783.0,-2281.0,False,5764801.0,0.0,60708951878400.0,703.0,84.0,0.0,703.0,0.0
174,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_174.txt,16.0,16.0,16.0,-204.0,31.0,31.0,31.0,-295.0,0.0,-6.0,0.0,-355.0,68.0,68.0,179.0,156.0,0.0,-1.0,0.0,-401.0,0.0,-32.0,0.0,-355.0,0.0,-41.0,0.0,-383.0,68.0,68.0,226.0,-1837.0,False,5764801.0,0.0,79943860579968.0,718.0,82.0,52566413961600.0,676.0,50.0
175,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_175.txt,60.0,60.0,130.0,107.0,24.0,24.0,41.0,-209.0,27.0,27.0,27.0,-311.0,30.0,30.0,30.0,-181.0,0.0,-24.0,0.0,-421.0,4.0,4.0,4.0,-230.0,0.0,-11.0,0.0,-339.0,60.0,60.0,232.0,-1584.0,False,5764801.0,0.0,59320646500500.0,714.0,79.0,39116351993796.0,652.0,51.0
176,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_176.txt,5.0,5.0,5.0,-348.0,0.0,-4.0,0.0,-285.0,17.0,17.0,28.0,-281.0,52.0,52.0,52.0,-221.0,106.0,106.0,240.0,227.0,57.0,57.0,57.0,-253.0,26.0,26.0,26.0,-377.0,106.0,106.0,408.0,-1538.0,False,5764801.0,0.0,37156273463232.0,649.0,68.0,4225026113280.0,585.0,9.0
177,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_177.txt,0.0,0.0,0.0,-300.0,25.0,25.0,25.0,-304.0,76.0,76.0,76.0,-356.0,0.0,-83.0,0.0,-716.0,105.0,105.0,178.0,153.0,96.0,96.0,101.0,-3.0,36.0,36.0,36.0,-386.0,105.0,105.0,416.0,-1912.0,False,5764801.0,0.0,77491494927000.0,716.0,83.0,0.0,716.0,0.0
178,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_178.txt,0.0,0.0,0.0,-674.0,77.0,77.0,79.0,-306.0,0.0,0.0,0.0,-674.0,67.0,67.0,99.0,-316.0,80.0,80.0,129.0,-345.0,44.0,44.0,44.0,-422.0,182.0,182.0,558.0,558.0,182.0,182.0,909.0,-2179.0,False,5764801.0,0.0,40273998660000.0,674.0,69.0,0.0,674.0,0.0
179,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_179.txt,87.0,87.0,87.0,-216.0,50.0,50.0,50.0,-335.0,45.0,45.0,45.0,-285.0,101.0,101.0,185.0,104.0,81.0,81.0,81.0,-282.0,95.0,95.0,110.0,-155.0,0.0,-38.0,0.0,-400.0,101.0,101.0,558.0,-1569.0,False,5764801.0,0.0,67618675291860.0,702.0,82.0,0.0,635.0,0.0
180,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_180.txt,0.0,-88.0,0.0,-708.0,67.0,67.0,67.0,-364.0,67.0,67.0,145.0,75.0,54.0,54.0,54.0,-364.0,9.0,9.0,9.0,-318.0,73.0,73.0,73.0,-258.0,89.0,89.0,168.0,63.0,89.0,89.0,516.0,-1874.0,False,5764801.0,0.0,79747239242880.0,708.0,83.0,0.0,708.0,0.0
