Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Agent_8_Max,Agent_8_Max_Unclipped,Agent_8_Sum,Agent_8_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
136,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_136.txt,12.0,12.0,12.0,-300.0,0.0,-22.0,0.0,-322.0,2.0,2.0,2.0,-169.0,0.0,-2.0,0.0,-324.0,0.0,0.0,0.0,-273.0,0.0,-2.0,0.0,-236.0,0.0,-35.0,0.0,-426.0,0.0,-6.0,0.0,-259.0,12.0,12.0,14.0,-2309.0,False
137,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_137.txt,90.0,90.0,212.0,113.0,49.0,49.0,49.0,-219.0,0.0,-7.0,0.0,-314.0,66.0,66.0,66.0,-243.0,45.0,45.0,45.0,-235.0,15.0,15.0,15.0,-191.0,0.0,-16.0,0.0,-355.0,0.0,-6.0,0.0,-320.0,90.0,90.0,387.0,-1764.0,False
138,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_138.txt,0.0,-5.0,0.0,-299.0,32.0,32.0,33.0,-282.0,14.0,14.0,14.0,-282.0,11.0,11.0,11.0,-323.0,84.0,84.0,189.0,105.0,0.0,-29.0,0.0,-482.0,0.0,-12.0,0.0,-285.0,14.0,14.0,14.0,-345.0,84.0,84.0,261.0,-2193.0,False
139,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_139.txt,161.0,161.0,381.0,263.0,98.0,98.0,184.0,33.0,0.0,0.0,0.0,-654.0,63.0,63.0,101.0,-208.0,0.0,0.0,0.0,-654.0,87.0,87.0,184.0,68.0,34.0,34.0,47.0,-294.0,27.0,27.0,34.0,-403.0,161.0,161.0,931.0,-1849.0,False
140,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_140.txt,87.0,87.0,210.0,76.0,60.0,60.0,60.0,-297.0,10.0,10.0,10.0,-316.0,50.0,50.0,77.0,-106.0,57.0,57.0,57.0,-255.0,30.0,30.0,40.0,-178.0,4.0,4.0,4.0,-409.0,0.0,-70.0,0.0,-716.0,87.0,87.0,458.0,-2201.0,False
141,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_141.txt,113.0,113.0,318.0,253.0,10.0,10.0,10.0,-209.0,51.0,51.0,77.0,-155.0,0.0,-4.0,0.0,-289.0,10.0,10.0,19.0,-213.0,22.0,22.0,22.0,-276.0,5.0,5.0,5.0,-233.0,26.0,26.0,26.0,-233.0,113.0,113.0,477.0,-1355.0,False
142,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_142.txt,7.0,7.0,7.0,-318.0,0.0,-8.0,0.0,-293.0,0.0,-8.0,0.0,-349.0,0.0,-17.0,0.0,-238.0,1.0,1.0,1.0,-232.0,0.0,-24.0,0.0,-348.0,18.0,18.0,18.0,-349.0,0.0,-3.0,0.0,-301.0,18.0,18.0,26.0,-2428.0,False
143,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_143.txt,61.0,61.0,127.0,-151.0,143.0,143.0,314.0,297.0,38.0,38.0,99.0,-31.0,66.0,66.0,154.0,-62.0,0.0,-9.0,0.0,-260.0,39.0,39.0,59.0,-221.0,50.0,50.0,50.0,-145.0,3.0,3.0,3.0,-232.0,143.0,143.0,806.0,-805.0,False
144,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_144.txt,60.0,60.0,60.0,-284.0,106.0,106.0,164.0,114.0,56.0,56.0,56.0,-400.0,30.0,30.0,30.0,-205.0,23.0,23.0,23.0,-244.0,58.0,58.0,58.0,-374.0,0.0,-25.0,0.0,-446.0,21.0,21.0,21.0,-306.0,106.0,106.0,412.0,-2145.0,False
145,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_145.txt,63.0,63.0,97.0,-141.0,29.0,29.0,46.0,-144.0,42.0,42.0,43.0,-199.0,81.0,81.0,81.0,-156.0,34.0,34.0,37.0,-299.0,42.0,42.0,44.0,-232.0,0.0,-8.0,0.0,-303.0,55.0,55.0,145.0,48.0,81.0,81.0,493.0,-1426.0,False
146,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_146.txt,18.0,18.0,26.0,-300.0,14.0,14.0,14.0,-424.0,40.0,40.0,73.0,-14.0,0.0,-12.0,0.0,-399.0,14.0,14.0,14.0,-213.0,12.0,12.0,29.0,-135.0,2.0,2.0,2.0,-284.0,17.0,17.0,17.0,-395.0,40.0,40.0,175.0,-2164.0,False
147,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_147.txt,33.0,33.0,51.0,-194.0,89.0,89.0,204.0,113.0,0.0,-62.0,0.0,-625.0,5.0,5.0,5.0,-335.0,67.0,67.0,67.0,-273.0,85.0,85.0,108.0,-107.0,22.0,22.0,22.0,-186.0,42.0,42.0,42.0,-267.0,89.0,89.0,499.0,-1874.0,False
148,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_148.txt,33.0,33.0,46.0,-151.0,50.0,50.0,86.0,-67.0,18.0,18.0,18.0,-391.0,24.0,24.0,27.0,-150.0,0.0,-47.0,0.0,-581.0,51.0,51.0,51.0,-184.0,33.0,33.0,33.0,-184.0,33.0,33.0,33.0,-164.0,51.0,51.0,294.0,-1872.0,False
149,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_149.txt,112.0,112.0,319.0,144.0,0.0,0.0,0.0,-785.0,64.0,64.0,127.0,-403.0,87.0,87.0,227.0,80.0,87.0,87.0,138.0,-251.0,87.0,87.0,117.0,-256.0,0.0,0.0,0.0,-785.0,86.0,86.0,158.0,-93.0,112.0,112.0,1086.0,-2349.0,False
150,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_150.txt,149.0,149.0,191.0,-54.0,105.0,105.0,162.0,-110.0,0.0,-76.0,0.0,-767.0,28.0,28.0,28.0,-325.0,35.0,35.0,35.0,-493.0,74.0,74.0,74.0,-345.0,31.0,31.0,31.0,-355.0,13.0,13.0,13.0,-372.0,149.0,149.0,534.0,-2821.0,False
151,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_151.txt,0.0,-3.0,0.0,-192.0,0.0,-1.0,0.0,-193.0,3.0,3.0,5.0,-193.0,0.0,-17.0,0.0,-429.0,0.0,-31.0,0.0,-335.0,0.0,-11.0,0.0,-311.0,0.0,-8.0,0.0,-372.0,0.0,-2.0,0.0,-258.0,3.0,3.0,5.0,-2283.0,False
152,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_152.txt,23.0,23.0,23.0,-274.0,22.0,22.0,29.0,-342.0,10.0,10.0,10.0,-309.0,17.0,17.0,17.0,-270.0,0.0,-16.0,0.0,-414.0,83.0,83.0,273.0,243.0,39.0,39.0,39.0,-299.0,32.0,32.0,44.0,-121.0,83.0,83.0,435.0,-1786.0,False
153,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_153.txt,23.0,23.0,36.0,-393.0,122.0,122.0,187.0,-35.0,0.0,0.0,0.0,-797.0,0.0,0.0,0.0,-797.0,96.0,96.0,155.0,-382.0,71.0,71.0,117.0,-428.0,91.0,91.0,177.0,-226.0,207.0,207.0,511.0,481.0,207.0,207.0,1183.0,-2577.0,False
154,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_154.txt,63.0,63.0,63.0,-73.0,13.0,13.0,23.0,-261.0,17.0,17.0,17.0,-222.0,0.0,-1.0,0.0,-120.0,0.0,-2.0,0.0,-339.0,0.0,-17.0,0.0,-478.0,7.0,7.0,7.0,-325.0,40.0,40.0,134.0,81.0,63.0,63.0,244.0,-1737.0,False
155,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_155.txt,46.0,46.0,76.0,-130.0,0.0,-11.0,0.0,-333.0,11.0,11.0,11.0,-218.0,57.0,57.0,57.0,-225.0,0.0,-20.0,0.0,-378.0,129.0,129.0,219.0,76.0,44.0,44.0,66.0,-173.0,0.0,0.0,0.0,-267.0,129.0,129.0,429.0,-1648.0,False
156,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_156.txt,15.0,15.0,18.0,-370.0,5.0,5.0,10.0,-310.0,32.0,32.0,32.0,-73.0,29.0,29.0,51.0,-292.0,0.0,-25.0,0.0,-482.0,20.0,20.0,20.0,-256.0,0.0,-5.0,0.0,-212.0,0.0,-12.0,0.0,-362.0,32.0,32.0,131.0,-2357.0,False
157,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_157.txt,18.0,18.0,22.0,-223.0,26.0,26.0,26.0,-187.0,12.0,12.0,18.0,-256.0,12.0,12.0,23.0,-242.0,0.0,-8.0,0.0,-301.0,0.0,-11.0,0.0,-277.0,9.0,9.0,9.0,-315.0,0.0,-10.0,0.0,-393.0,26.0,26.0,98.0,-2194.0,False
158,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_158.txt,27.0,27.0,54.0,-151.0,25.0,25.0,25.0,-258.0,7.0,7.0,7.0,-303.0,0.0,-19.0,0.0,-414.0,22.0,22.0,22.0,-319.0,57.0,57.0,144.0,41.0,10.0,10.0,18.0,-258.0,0.0,-17.0,0.0,-372.0,57.0,57.0,270.0,-2034.0,False
159,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_159.txt,122.0,122.0,365.0,51.0,0.0,0.0,0.0,-790.0,74.0,74.0,148.0,-391.0,181.0,181.0,631.0,548.0,95.0,95.0,140.0,-328.0,88.0,88.0,110.0,-367.0,0.0,0.0,0.0,-790.0,0.0,0.0,0.0,-790.0,181.0,181.0,1394.0,-2857.0,False
160,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_160.txt,0.0,-43.0,0.0,-408.0,20.0,20.0,20.0,-107.0,33.0,33.0,33.0,-191.0,0.0,-43.0,0.0,-398.0,8.0,8.0,8.0,-193.0,34.0,34.0,62.0,-102.0,3.0,3.0,3.0,-378.0,15.0,15.0,17.0,-210.0,34.0,34.0,143.0,-1987.0,False
161,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_161.txt,23.0,23.0,24.0,-229.0,34.0,34.0,34.0,-211.0,0.0,-7.0,0.0,-347.0,0.0,-5.0,0.0,-326.0,24.0,24.0,24.0,-293.0,8.0,8.0,8.0,-189.0,0.0,-11.0,0.0,-316.0,0.0,-19.0,0.0,-431.0,34.0,34.0,90.0,-2342.0,False
162,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_162.txt,0.0,-2.0,0.0,-284.0,0.0,-28.0,0.0,-378.0,0.0,-2.0,0.0,-251.0,68.0,68.0,72.0,-55.0,9.0,9.0,10.0,-248.0,34.0,34.0,34.0,-376.0,0.0,-15.0,0.0,-323.0,0.0,-10.0,0.0,-363.0,68.0,68.0,116.0,-2278.0,False
163,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_163.txt,64.0,64.0,86.0,-284.0,61.0,61.0,95.0,-362.0,82.0,82.0,203.0,-72.0,76.0,76.0,128.0,-115.0,0.0,0.0,0.0,-794.0,0.0,0.0,0.0,-794.0,41.0,41.0,58.0,-435.0,83.0,83.0,164.0,-82.0,83.0,83.0,734.0,-2938.0,False
164,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_164.txt,46.0,46.0,46.0,-233.0,68.0,68.0,68.0,-97.0,84.0,84.0,84.0,-191.0,56.0,56.0,56.0,-162.0,52.0,52.0,52.0,-209.0,0.0,0.0,0.0,-310.0,0.0,-1.0,0.0,-241.0,37.0,37.0,37.0,-260.0,84.0,84.0,343.0,-1703.0,False
165,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_165.txt,124.0,124.0,332.0,332.0,93.0,93.0,136.0,-97.0,27.0,27.0,38.0,-138.0,67.0,67.0,128.0,-198.0,80.0,80.0,109.0,-118.0,18.0,18.0,18.0,-286.0,32.0,32.0,62.0,-251.0,12.0,12.0,12.0,-210.0,124.0,124.0,835.0,-966.0,False
166,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_166.txt,0.0,-3.0,0.0,-233.0,18.0,18.0,18.0,-191.0,24.0,24.0,24.0,-225.0,24.0,24.0,58.0,-99.0,5.0,5.0,5.0,-283.0,16.0,16.0,16.0,-302.0,17.0,17.0,26.0,-112.0,0.0,-2.0,0.0,-229.0,24.0,24.0,147.0,-1674.0,False
167,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_167.txt,74.0,74.0,106.0,-122.0,28.0,28.0,74.0,34.0,6.0,6.0,6.0,-248.0,62.0,62.0,64.0,-222.0,77.0,77.0,77.0,-198.0,22.0,22.0,22.0,-334.0,19.0,19.0,23.0,-260.0,0.0,0.0,0.0,-310.0,77.0,77.0,372.0,-1660.0,False
168,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_168.txt,43.0,43.0,43.0,-244.0,2.0,2.0,2.0,-133.0,40.0,40.0,54.0,-101.0,0.0,0.0,0.0,-259.0,75.0,75.0,75.0,-237.0,16.0,16.0,37.0,-133.0,62.0,62.0,62.0,-189.0,0.0,-14.0,0.0,-253.0,75.0,75.0,273.0,-1549.0,False
169,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_169.txt,37.0,37.0,40.0,-123.0,86.0,86.0,192.0,103.0,80.0,80.0,93.0,-21.0,78.0,78.0,86.0,-71.0,57.0,57.0,148.0,-80.0,30.0,30.0,50.0,-137.0,63.0,63.0,109.0,-99.0,20.0,20.0,20.0,-239.0,86.0,86.0,738.0,-667.0,False
170,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_170.txt,0.0,-21.0,0.0,-394.0,1.0,1.0,1.0,-377.0,0.0,-12.0,0.0,-430.0,0.0,-10.0,0.0,-279.0,71.0,71.0,235.0,143.0,20.0,20.0,20.0,-399.0,0.0,-3.0,0.0,-282.0,0.0,-34.0,0.0,-487.0,71.0,71.0,256.0,-2505.0,False
171,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_171.txt,56.0,56.0,56.0,-206.0,14.0,14.0,31.0,-179.0,30.0,30.0,51.0,-140.0,13.0,13.0,13.0,-215.0,15.0,15.0,15.0,-259.0,0.0,-1.0,0.0,-242.0,20.0,20.0,40.0,-127.0,0.0,-5.0,0.0,-350.0,56.0,56.0,206.0,-1718.0,False
172,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_172.txt,0.0,-9.0,0.0,-704.0,68.0,68.0,68.0,-450.0,122.0,122.0,392.0,250.0,45.0,45.0,76.0,-287.0,59.0,59.0,59.0,-387.0,63.0,63.0,87.0,-382.0,125.0,125.0,215.0,1.0,70.0,70.0,85.0,-211.0,125.0,125.0,982.0,-2170.0,False
173,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_173.txt,19.0,19.0,19.0,-186.0,66.0,66.0,133.0,-35.0,63.0,63.0,63.0,-146.0,47.0,47.0,47.0,-275.0,0.0,0.0,0.0,-393.0,67.0,67.0,313.0,284.0,20.0,20.0,20.0,-381.0,15.0,15.0,25.0,-213.0,67.0,67.0,620.0,-1345.0,False
174,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_174.txt,0.0,-2.0,0.0,-358.0,3.0,3.0,3.0,-322.0,0.0,-2.0,0.0,-283.0,5.0,5.0,5.0,-256.0,14.0,14.0,14.0,-316.0,84.0,84.0,178.0,100.0,0.0,-7.0,0.0,-401.0,0.0,-32.0,0.0,-484.0,84.0,84.0,200.0,-2320.0,False
175,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_175.txt,2.0,2.0,4.0,-211.0,0.0,-1.0,0.0,-255.0,0.0,-8.0,0.0,-321.0,5.0,5.0,5.0,-184.0,10.0,10.0,10.0,-207.0,10.0,10.0,20.0,-313.0,10.0,10.0,10.0,-276.0,0.0,-5.0,0.0,-206.0,10.0,10.0,49.0,-1973.0,False
176,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_176.txt,58.0,58.0,60.0,-38.0,52.0,52.0,120.0,54.0,39.0,39.0,45.0,-176.0,43.0,43.0,64.0,-32.0,0.0,-1.0,0.0,-264.0,6.0,6.0,6.0,-303.0,6.0,6.0,6.0,-272.0,14.0,14.0,19.0,-155.0,58.0,58.0,320.0,-1186.0,False
177,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_177.txt,67.0,67.0,99.0,-226.0,163.0,163.0,230.0,123.0,41.0,41.0,41.0,-248.0,87.0,87.0,100.0,-221.0,47.0,47.0,47.0,-175.0,23.0,23.0,23.0,-253.0,47.0,47.0,47.0,-338.0,21.0,21.0,21.0,-258.0,163.0,163.0,608.0,-1596.0,False
178,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_178.txt,151.0,151.0,381.0,150.0,0.0,0.0,0.0,-779.0,0.0,0.0,0.0,-779.0,0.0,0.0,0.0,-779.0,111.0,111.0,330.0,142.0,191.0,191.0,611.0,441.0,54.0,54.0,120.0,-319.0,62.0,62.0,137.0,-501.0,191.0,191.0,1579.0,-2424.0,False
179,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_179.txt,62.0,62.0,105.0,-120.0,0.0,-9.0,0.0,-170.0,40.0,40.0,40.0,-141.0,63.0,63.0,63.0,-125.0,34.0,34.0,36.0,-188.0,30.0,30.0,30.0,-237.0,57.0,57.0,81.0,-176.0,37.0,37.0,42.0,-154.0,63.0,63.0,397.0,-1311.0,False
180,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_180.txt,56.0,56.0,73.0,-187.0,8.0,8.0,8.0,-404.0,141.0,141.0,153.0,-59.0,27.0,27.0,27.0,-357.0,69.0,69.0,163.0,-57.0,22.0,22.0,22.0,-375.0,0.0,-69.0,0.0,-774.0,21.0,21.0,21.0,-503.0,141.0,141.0,467.0,-2716.0,False
181,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_181.txt,53.0,53.0,116.0,-142.0,138.0,138.0,348.0,348.0,78.0,78.0,103.0,-205.0,43.0,43.0,81.0,-86.0,50.0,50.0,50.0,-293.0,83.0,83.0,115.0,-189.0,72.0,72.0,136.0,-105.0,0.0,-9.0,0.0,-323.0,138.0,138.0,949.0,-995.0,False
182,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_182.txt,113.0,113.0,170.0,135.0,17.0,17.0,32.0,-259.0,10.0,10.0,10.0,-373.0,0.0,-4.0,0.0,-321.0,69.0,69.0,69.0,-331.0,11.0,11.0,11.0,-304.0,0.0,-1.0,0.0,-320.0,9.0,9.0,9.0,-233.0,113.0,113.0,301.0,-2006.0,False
183,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_183.txt,0.0,-6.0,0.0,-248.0,13.0,13.0,13.0,-301.0,0.0,-8.0,0.0,-301.0,7.0,7.0,7.0,-267.0,0.0,-9.0,0.0,-313.0,6.0,6.0,6.0,-222.0,0.0,-19.0,0.0,-303.0,0.0,-15.0,0.0,-287.0,13.0,13.0,26.0,-2242.0,False
184,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_184.txt,10.0,10.0,10.0,-217.0,0.0,-23.0,0.0,-277.0,13.0,13.0,13.0,-225.0,6.0,6.0,6.0,-273.0,0.0,-5.0,0.0,-190.0,0.0,-5.0,0.0,-439.0,0.0,-15.0,0.0,-328.0,0.0,-13.0,0.0,-227.0,13.0,13.0,29.0,-2176.0,False
185,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_185.txt,8.0,8.0,12.0,-371.0,71.0,71.0,184.0,65.0,0.0,-4.0,0.0,-338.0,0.0,-8.0,0.0,-480.0,0.0,-4.0,0.0,-351.0,0.0,-33.0,0.0,-485.0,0.0,-17.0,0.0,-341.0,0.0,0.0,0.0,-315.0,71.0,71.0,196.0,-2616.0,False
186,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_186.txt,0.0,-12.0,0.0,-275.0,21.0,21.0,21.0,-271.0,0.0,-13.0,0.0,-271.0,0.0,0.0,0.0,-220.0,26.0,26.0,37.0,-171.0,0.0,-18.0,0.0,-295.0,8.0,8.0,8.0,-242.0,21.0,21.0,31.0,-111.0,26.0,26.0,97.0,-1856.0,False
187,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_187.txt,113.0,113.0,408.0,396.0,96.0,96.0,208.0,-61.0,0.0,0.0,0.0,-515.0,0.0,0.0,0.0,-515.0,0.0,0.0,0.0,-515.0,55.0,55.0,100.0,-216.0,58.0,58.0,87.0,-290.0,71.0,71.0,129.0,-43.0,113.0,113.0,932.0,-1759.0,False
188,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_188.txt,33.0,33.0,49.0,-211.0,21.0,21.0,40.0,-160.0,9.0,9.0,14.0,-228.0,6.0,6.0,6.0,-215.0,0.0,-5.0,0.0,-319.0,26.0,26.0,26.0,-289.0,59.0,59.0,99.0,-5.0,0.0,-3.0,0.0,-233.0,59.0,59.0,234.0,-1660.0,False
189,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_189.txt,29.0,29.0,29.0,-243.0,7.0,7.0,7.0,-248.0,30.0,30.0,30.0,-235.0,44.0,44.0,44.0,-199.0,0.0,-3.0,0.0,-263.0,5.0,5.0,5.0,-307.0,0.0,-3.0,0.0,-290.0,27.0,27.0,67.0,-107.0,44.0,44.0,182.0,-1892.0,False
190,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_190.txt,12.0,12.0,13.0,-291.0,1.0,1.0,1.0,-345.0,4.0,4.0,4.0,-370.0,0.0,-1.0,0.0,-247.0,49.0,49.0,127.0,77.0,0.0,-18.0,0.0,-417.0,0.0,-3.0,0.0,-364.0,0.0,-2.0,0.0,-385.0,49.0,49.0,145.0,-2342.0,False
191,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_191.txt,82.0,82.0,299.0,299.0,7.0,7.0,7.0,-323.0,0.0,-18.0,0.0,-327.0,0.0,-7.0,0.0,-371.0,0.0,-20.0,0.0,-328.0,0.0,-22.0,0.0,-369.0,0.0,-9.0,0.0,-403.0,12.0,12.0,12.0,-331.0,82.0,82.0,318.0,-2153.0,False
192,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_192.txt,136.0,136.0,490.0,467.0,68.0,68.0,124.0,-453.0,95.0,95.0,212.0,-14.0,43.0,43.0,48.0,-591.0,0.0,0.0,0.0,-833.0,0.0,0.0,0.0,-833.0,21.0,21.0,33.0,-384.0,91.0,91.0,110.0,-307.0,136.0,136.0,1017.0,-2948.0,False
193,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_193.txt,107.0,107.0,221.0,124.0,3.0,3.0,3.0,-350.0,73.0,73.0,73.0,-280.0,76.0,76.0,76.0,-297.0,65.0,65.0,65.0,-219.0,76.0,76.0,76.0,-404.0,8.0,8.0,8.0,-415.0,0.0,-5.0,0.0,-376.0,107.0,107.0,522.0,-2217.0,False
194,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_194.txt,0.0,-11.0,0.0,-276.0,19.0,19.0,38.0,-240.0,0.0,-12.0,0.0,-249.0,9.0,9.0,9.0,-311.0,0.0,-20.0,0.0,-397.0,0.0,-2.0,0.0,-318.0,0.0,-1.0,0.0,-264.0,0.0,-15.0,0.0,-325.0,19.0,19.0,47.0,-2380.0,False
195,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_195.txt,105.0,105.0,209.0,21.0,65.0,65.0,65.0,-350.0,93.0,93.0,93.0,-310.0,43.0,43.0,45.0,-388.0,104.0,104.0,235.0,76.0,89.0,89.0,89.0,-292.0,19.0,19.0,19.0,-358.0,0.0,-66.0,0.0,-742.0,105.0,105.0,755.0,-2343.0,False
196,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_196.txt,77.0,77.0,95.0,-54.0,0.0,-46.0,0.0,-470.0,0.0,-1.0,0.0,-225.0,27.0,27.0,27.0,-285.0,30.0,30.0,30.0,-286.0,0.0,-3.0,0.0,-365.0,0.0,-3.0,0.0,-201.0,0.0,-13.0,0.0,-404.0,77.0,77.0,152.0,-2290.0,False
197,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_197.txt,135.0,135.0,229.0,119.0,7.0,7.0,7.0,-211.0,22.0,22.0,42.0,-216.0,30.0,30.0,41.0,-240.0,41.0,41.0,67.0,-283.0,0.0,-12.0,0.0,-394.0,47.0,47.0,47.0,-318.0,62.0,62.0,105.0,-255.0,135.0,135.0,538.0,-1798.0,False
198,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_198.txt,156.0,156.0,429.0,298.0,57.0,57.0,156.0,-447.0,0.0,0.0,0.0,-797.0,0.0,0.0,0.0,-797.0,167.0,167.0,526.0,373.0,0.0,0.0,0.0,-797.0,58.0,58.0,133.0,-439.0,84.0,84.0,137.0,-381.0,167.0,167.0,1381.0,-2987.0,False
199,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_199.txt,25.0,25.0,45.0,-351.0,15.0,15.0,19.0,-369.0,14.0,14.0,14.0,-367.0,2.0,2.0,2.0,-563.0,20.0,20.0,20.0,-446.0,67.0,67.0,100.0,-126.0,0.0,-72.0,0.0,-789.0,169.0,169.0,315.0,140.0,169.0,169.0,515.0,-2871.0,False
200,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_200.txt,74.0,74.0,101.0,-141.0,70.0,70.0,85.0,-187.0,27.0,27.0,87.0,-81.0,47.0,47.0,47.0,-183.0,0.0,-19.0,0.0,-570.0,54.0,54.0,83.0,-153.0,69.0,69.0,112.0,-264.0,134.0,134.0,487.0,487.0,134.0,134.0,1002.0,-1092.0,False
201,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_201.txt,34.0,34.0,56.0,-198.0,31.0,31.0,46.0,-148.0,23.0,23.0,23.0,-323.0,36.0,36.0,69.0,-68.0,0.0,-13.0,0.0,-298.0,18.0,18.0,18.0,-312.0,0.0,-24.0,0.0,-327.0,0.0,-11.0,0.0,-296.0,36.0,36.0,212.0,-1970.0,False
202,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_202.txt,50.0,50.0,126.0,43.0,11.0,11.0,22.0,-108.0,12.0,12.0,12.0,-250.0,22.0,22.0,22.0,-183.0,0.0,-13.0,0.0,-392.0,28.0,28.0,50.0,-92.0,5.0,5.0,5.0,-131.0,0.0,-29.0,0.0,-305.0,50.0,50.0,237.0,-1418.0,False
203,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_203.txt,0.0,0.0,0.0,-784.0,58.0,58.0,92.0,-393.0,57.0,57.0,67.0,-397.0,50.0,50.0,62.0,-442.0,99.0,99.0,161.0,-254.0,49.0,49.0,69.0,-478.0,145.0,145.0,555.0,488.0,0.0,0.0,0.0,-784.0,145.0,145.0,1006.0,-3044.0,False
