Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
131,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_131.txt,0.0,-13.0,0.0,-362.0,78.0,78.0,161.0,38.0,48.0,48.0,48.0,-401.0,0.0,-13.0,0.0,-402.0,4.0,4.0,5.0,-133.0,0.0,-13.0,0.0,-327.0,78.0,78.0,214.0,-1587.0,False,1679616.0,0.0,1968921108000.0,757.0,90.0,620962892550.0,665.0,31.0
132,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_132.txt,28.0,28.0,75.0,6.0,65.0,65.0,132.0,-17.0,0.0,-13.0,0.0,-361.0,0.0,-66.0,0.0,-479.0,0.0,-11.0,0.0,-247.0,0.0,-17.0,0.0,-348.0,65.0,65.0,207.0,-1446.0,False,1679616.0,0.0,1839725838720.0,693.0,86.0,1355899336960.0,656.0,73.0
133,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_133.txt,0.0,-3.0,0.0,-250.0,85.0,85.0,113.0,58.0,0.0,-23.0,0.0,-371.0,4.0,4.0,4.0,-306.0,79.0,79.0,194.0,109.0,0.0,-15.0,0.0,-332.0,85.0,85.0,311.0,-1092.0,False,1679616.0,0.0,1023242908100.0,640.0,85.0,298360518750.0,575.0,30.0
134,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_134.txt,98.0,98.0,105.0,-14.0,161.0,161.0,282.0,192.0,130.0,130.0,172.0,53.0,60.0,60.0,97.0,-233.0,39.0,39.0,39.0,-376.0,0.0,-10.0,0.0,-532.0,161.0,161.0,695.0,-910.0,False,1679616.0,0.0,925838242560.0,625.0,87.0,0.0,532.0,0.0
135,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_135.txt,119.0,119.0,142.0,24.0,84.0,84.0,114.0,-32.0,0.0,-71.0,0.0,-611.0,53.0,53.0,54.0,-192.0,82.0,82.0,112.0,-198.0,58.0,58.0,58.0,-262.0,119.0,119.0,480.0,-1271.0,False,1679616.0,0.0,1009621417728.0,660.0,85.0,0.0,611.0,0.0
136,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_136.txt,89.0,89.0,89.0,-78.0,87.0,87.0,87.0,-124.0,56.0,56.0,85.0,19.0,3.0,3.0,3.0,-263.0,42.0,42.0,42.0,-171.0,142.0,142.0,349.0,347.0,142.0,142.0,655.0,-270.0,False,1679616.0,0.0,1227354095240.0,676.0,91.0,19878658800.0,454.0,4.0
137,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_137.txt,0.0,0.0,0.0,-158.0,0.0,-7.0,0.0,-202.0,59.0,59.0,138.0,119.0,31.0,31.0,31.0,-167.0,2.0,2.0,2.0,-242.0,0.0,-19.0,0.0,-311.0,59.0,59.0,171.0,-961.0,False,1679616.0,0.0,1457122867200.0,670.0,82.0,229397046720.0,514.0,43.0
138,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_138.txt,69.0,69.0,142.0,-12.0,104.0,104.0,157.0,84.0,26.0,26.0,26.0,-219.0,0.0,-62.0,0.0,-522.0,64.0,64.0,64.0,-322.0,51.0,51.0,84.0,-73.0,104.0,104.0,473.0,-1064.0,False,1679616.0,0.0,1139492090880.0,654.0,80.0,0.0,522.0,0.0
139,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_139.txt,71.0,71.0,96.0,-102.0,0.0,-48.0,0.0,-623.0,76.0,76.0,76.0,-245.0,85.0,85.0,144.0,-38.0,78.0,78.0,106.0,26.0,1.0,1.0,1.0,-475.0,85.0,85.0,423.0,-1457.0,False,1679616.0,0.0,714544459200.0,640.0,75.0,0.0,623.0,0.0
140,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_140.txt,38.0,38.0,63.0,-201.0,21.0,21.0,28.0,-265.0,15.0,15.0,18.0,-315.0,0.0,-5.0,0.0,-276.0,11.0,11.0,11.0,-236.0,82.0,82.0,216.0,198.0,82.0,82.0,336.0,-1095.0,False,1679616.0,0.0,1503549135000.0,698.0,88.0,655603165440.0,633.0,57.0
141,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_141.txt,0.0,-71.0,0.0,-667.0,63.0,63.0,125.0,-130.0,40.0,40.0,42.0,-366.0,80.0,80.0,122.0,-102.0,152.0,152.0,152.0,-143.0,6.0,6.0,6.0,-489.0,152.0,152.0,447.0,-1897.0,False,1679616.0,0.0,1442755314000.0,678.0,82.0,0.0,667.0,0.0
142,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_142.txt,48.0,48.0,48.0,-376.0,66.0,66.0,137.0,77.0,27.0,27.0,27.0,-334.0,80.0,80.0,87.0,-197.0,171.0,171.0,217.0,55.0,0.0,-79.0,0.0,-675.0,171.0,171.0,516.0,-1450.0,False,1679616.0,0.0,1691286000768.0,679.0,91.0,0.0,675.0,0.0
143,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_143.txt,2.0,2.0,2.0,-253.0,0.0,-13.0,0.0,-292.0,0.0,-49.0,0.0,-329.0,0.0,-3.0,0.0,-204.0,0.0,-10.0,0.0,-263.0,50.0,50.0,50.0,-32.0,50.0,50.0,52.0,-1373.0,False,1679616.0,0.0,2062209438720.0,710.0,93.0,1155338955360.0,625.0,93.0
144,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_144.txt,46.0,46.0,65.0,-313.0,160.0,160.0,304.0,232.0,0.0,0.0,0.0,-656.0,84.0,84.0,154.0,-191.0,0.0,0.0,0.0,-656.0,110.0,110.0,290.0,104.0,160.0,160.0,813.0,-1480.0,False,1679616.0,0.0,1142664614784.0,656.0,85.0,0.0,656.0,0.0
145,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_145.txt,24.0,24.0,24.0,-148.0,86.0,86.0,86.0,-158.0,142.0,142.0,209.0,165.0,5.0,5.0,7.0,-250.0,64.0,64.0,69.0,-138.0,31.0,31.0,31.0,-184.0,142.0,142.0,426.0,-713.0,False,1679616.0,0.0,1037363500800.0,672.0,87.0,7075612544.0,511.0,1.0
146,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_146.txt,57.0,57.0,84.0,-47.0,0.0,-6.0,0.0,-206.0,3.0,3.0,3.0,-158.0,0.0,-37.0,0.0,-316.0,0.0,-1.0,0.0,-165.0,33.0,33.0,67.0,-96.0,57.0,57.0,154.0,-988.0,False,1679616.0,0.0,1427116344192.0,681.0,91.0,738372134808.0,580.0,67.0
147,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_147.txt,52.0,52.0,137.0,99.0,9.0,9.0,9.0,-220.0,0.0,-3.0,0.0,-183.0,22.0,22.0,23.0,-200.0,0.0,-9.0,0.0,-284.0,41.0,41.0,57.0,-131.0,52.0,52.0,226.0,-919.0,False,1679616.0,0.0,1214345714400.0,661.0,84.0,457282884240.0,541.0,59.0
148,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_148.txt,100.0,100.0,146.0,-23.0,74.0,74.0,171.0,99.0,88.0,88.0,118.0,-168.0,7.0,7.0,7.0,-309.0,60.0,60.0,67.0,-112.0,25.0,25.0,25.0,-190.0,100.0,100.0,534.0,-703.0,False,1679616.0,0.0,1356683345280.0,682.0,88.0,4269158784.0,469.0,1.0
149,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_149.txt,39.0,39.0,39.0,-79.0,0.0,-31.0,0.0,-261.0,0.0,-13.0,0.0,-250.0,0.0,-1.0,0.0,-246.0,0.0,-20.0,0.0,-260.0,40.0,40.0,43.0,-76.0,40.0,40.0,82.0,-1172.0,False,1679616.0,0.0,945707811840.0,657.0,79.0,733072564224.0,583.0,64.0
150,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_150.txt,40.0,40.0,40.0,-262.0,41.0,41.0,41.0,-325.0,111.0,111.0,129.0,53.0,32.0,32.0,47.0,-19.0,94.0,94.0,118.0,14.0,0.0,-90.0,0.0,-619.0,111.0,111.0,375.0,-1158.0,False,1679616.0,0.0,1523513838068.0,704.0,90.0,0.0,619.0,0.0
151,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_151.txt,75.0,75.0,148.0,45.0,4.0,4.0,4.0,-311.0,0.0,-18.0,0.0,-363.0,1.0,1.0,1.0,-294.0,0.0,-16.0,0.0,-357.0,0.0,-4.0,0.0,-257.0,75.0,75.0,153.0,-1537.0,False,1679616.0,0.0,1355713413120.0,696.0,88.0,643963871232.0,596.0,57.0
152,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_152.txt,134.0,134.0,257.0,138.0,103.0,103.0,245.0,155.0,136.0,136.0,272.0,96.0,15.0,15.0,15.0,-260.0,61.0,61.0,61.0,-354.0,0.0,-33.0,0.0,-548.0,136.0,136.0,850.0,-773.0,False,1679616.0,0.0,1374814273536.0,687.0,92.0,0.0,548.0,0.0
153,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_153.txt,61.0,61.0,124.0,103.0,16.0,16.0,16.0,-123.0,0.0,-37.0,0.0,-354.0,0.0,-6.0,0.0,-310.0,0.0,-17.0,0.0,-379.0,0.0,-12.0,0.0,-338.0,61.0,61.0,140.0,-1401.0,False,1679616.0,0.0,1123101579600.0,682.0,78.0,706375178496.0,602.0,71.0
154,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_154.txt,34.0,34.0,34.0,-208.0,28.0,28.0,50.0,-29.0,5.0,5.0,5.0,-136.0,16.0,16.0,16.0,-221.0,70.0,70.0,137.0,73.0,4.0,4.0,4.0,-143.0,70.0,70.0,246.0,-664.0,False,1679616.0,0.0,2578420864800.0,751.0,94.0,441115567200.0,530.0,63.0
155,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_155.txt,0.0,-6.0,0.0,-317.0,79.0,79.0,199.0,47.0,35.0,35.0,63.0,-87.0,0.0,-43.0,0.0,-408.0,0.0,-42.0,0.0,-453.0,0.0,-10.0,0.0,-360.0,79.0,79.0,262.0,-1578.0,False,1679616.0,0.0,1643082398496.0,678.0,93.0,1549683938880.0,678.0,72.0
156,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_156.txt,5.0,5.0,5.0,-291.0,8.0,8.0,13.0,-345.0,79.0,79.0,126.0,-23.0,0.0,-22.0,0.0,-402.0,0.0,-46.0,0.0,-515.0,62.0,62.0,66.0,-15.0,79.0,79.0,210.0,-1591.0,False,1679616.0,0.0,1824852395520.0,713.0,90.0,1660479575040.0,710.0,68.0
157,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_157.txt,0.0,-25.0,0.0,-341.0,65.0,65.0,115.0,-79.0,0.0,-7.0,0.0,-301.0,5.0,5.0,5.0,-331.0,22.0,22.0,33.0,-95.0,0.0,-1.0,0.0,-322.0,65.0,65.0,153.0,-1469.0,False,1679616.0,0.0,1123562230272.0,710.0,82.0,738950121000.0,634.0,47.0
158,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_158.txt,30.0,30.0,51.0,-84.0,19.0,19.0,45.0,-230.0,0.0,-51.0,0.0,-392.0,0.0,-12.0,0.0,-375.0,56.0,56.0,89.0,-79.0,0.0,-44.0,0.0,-444.0,56.0,56.0,185.0,-1604.0,False,1679616.0,0.0,1277154385920.0,671.0,83.0,1246774314240.0,667.0,65.0
159,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_159.txt,0.0,-63.0,0.0,-628.0,115.0,115.0,301.0,298.0,75.0,75.0,140.0,-58.0,52.0,52.0,52.0,-422.0,13.0,13.0,13.0,-270.0,10.0,10.0,11.0,-412.0,115.0,115.0,517.0,-1492.0,False,1679616.0,0.0,924173107200.0,628.0,81.0,0.0,628.0,0.0
160,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_160.txt,99.0,99.0,259.0,223.0,0.0,0.0,0.0,-677.0,73.0,73.0,142.0,-136.0,0.0,0.0,0.0,-677.0,61.0,61.0,72.0,-454.0,67.0,67.0,124.0,-219.0,99.0,99.0,597.0,-1940.0,False,1679616.0,0.0,537402317760.0,683.0,79.0,0.0,677.0,0.0
161,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_161.txt,198.0,198.0,547.0,400.0,161.0,161.0,604.0,604.0,54.0,54.0,86.0,-120.0,70.0,70.0,136.0,-81.0,0.0,0.0,0.0,-374.0,0.0,0.0,0.0,-374.0,198.0,198.0,1373.0,55.0,False,1679616.0,0.0,698477316264.0,678.0,79.0,0.0,374.0,0.0
162,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_162.txt,3.0,3.0,3.0,-262.0,27.0,27.0,27.0,-241.0,55.0,55.0,55.0,-69.0,0.0,-22.0,0.0,-351.0,0.0,-14.0,0.0,-315.0,5.0,5.0,5.0,-238.0,55.0,55.0,90.0,-1476.0,False,1679616.0,0.0,932613580800.0,640.0,80.0,591058540800.0,590.0,52.0
163,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_163.txt,46.0,46.0,46.0,-181.0,0.0,-16.0,0.0,-248.0,0.0,-40.0,0.0,-330.0,0.0,-24.0,0.0,-286.0,0.0,-37.0,0.0,-424.0,72.0,72.0,203.0,185.0,72.0,72.0,249.0,-1284.0,False,1679616.0,0.0,1206725940000.0,641.0,83.0,463833216000.0,558.0,48.0
164,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_164.txt,128.0,128.0,130.0,-111.0,103.0,103.0,103.0,-152.0,13.0,13.0,13.0,-292.0,65.0,65.0,65.0,-303.0,176.0,176.0,236.0,30.0,0.0,-69.0,0.0,-651.0,176.0,176.0,547.0,-1479.0,False,1679616.0,0.0,1248179397120.0,676.0,92.0,0.0,651.0,0.0
165,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_165.txt,18.0,18.0,48.0,-70.0,0.0,-18.0,0.0,-306.0,0.0,-22.0,0.0,-250.0,3.0,3.0,3.0,-308.0,0.0,-67.0,0.0,-390.0,54.0,54.0,54.0,-69.0,54.0,54.0,105.0,-1393.0,False,1679616.0,0.0,1551133248000.0,693.0,84.0,1190238534144.0,629.0,76.0
166,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_166.txt,48.0,48.0,89.0,-55.0,2.0,2.0,2.0,-291.0,0.0,-4.0,0.0,-434.0,51.0,51.0,51.0,-155.0,0.0,-9.0,0.0,-320.0,10.0,10.0,10.0,-431.0,51.0,51.0,152.0,-1686.0,False,1679616.0,0.0,1634052122304.0,685.0,93.0,1142129659440.0,658.0,61.0
167,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_167.txt,54.0,54.0,54.0,-176.0,0.0,-28.0,0.0,-335.0,30.0,30.0,32.0,-59.0,0.0,-29.0,0.0,-390.0,24.0,24.0,24.0,-263.0,0.0,-26.0,0.0,-420.0,54.0,54.0,110.0,-1643.0,False,1679616.0,0.0,1098118844160.0,656.0,80.0,894805516800.0,632.0,59.0
168,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_168.txt,26.0,26.0,63.0,-64.0,0.0,0.0,0.0,-401.0,54.0,54.0,115.0,47.0,0.0,-36.0,0.0,-445.0,24.0,24.0,24.0,-298.0,0.0,-18.0,0.0,-469.0,54.0,54.0,202.0,-1630.0,False,1679616.0,0.0,2369440029726.0,727.0,93.0,1958358528126.0,721.0,69.0
169,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_169.txt,4.0,4.0,4.0,-247.0,23.0,23.0,23.0,-344.0,43.0,43.0,43.0,-366.0,0.0,-21.0,0.0,-313.0,38.0,38.0,102.0,-92.0,95.0,95.0,200.0,140.0,95.0,95.0,372.0,-1222.0,False,1679616.0,0.0,1429254328320.0,722.0,84.0,623379135232.0,637.0,41.0
170,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_170.txt,0.0,-41.0,0.0,-308.0,0.0,-5.0,0.0,-163.0,0.0,-53.0,0.0,-308.0,0.0,-31.0,0.0,-268.0,4.0,4.0,4.0,-227.0,31.0,31.0,43.0,-7.0,31.0,31.0,47.0,-1281.0,False,1679616.0,0.0,1456781760000.0,690.0,92.0,512752181760.0,540.0,70.0
171,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_171.txt,33.0,33.0,56.0,-501.0,25.0,25.0,26.0,-399.0,0.0,0.0,0.0,-646.0,67.0,67.0,109.0,-285.0,0.0,0.0,0.0,-646.0,228.0,228.0,666.0,666.0,228.0,228.0,857.0,-1811.0,False,1679616.0,0.0,760991809248.0,646.0,83.0,0.0,646.0,0.0
172,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_172.txt,64.0,64.0,100.0,-130.0,15.0,15.0,15.0,-283.0,10.0,10.0,10.0,-259.0,0.0,-72.0,0.0,-567.0,54.0,54.0,54.0,-234.0,111.0,111.0,227.0,193.0,111.0,111.0,406.0,-1280.0,False,1679616.0,0.0,1071451148040.0,653.0,79.0,0.0,567.0,0.0
173,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_173.txt,110.0,110.0,232.0,139.0,18.0,18.0,18.0,-272.0,65.0,65.0,65.0,-157.0,152.0,152.0,265.0,124.0,4.0,4.0,4.0,-182.0,0.0,-14.0,0.0,-271.0,152.0,152.0,584.0,-619.0,False,1679616.0,0.0,2202713050048.0,728.0,94.0,106730394876.0,546.0,9.0
174,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_174.txt,83.0,83.0,154.0,58.0,10.0,10.0,10.0,-145.0,31.0,31.0,31.0,-146.0,63.0,63.0,63.0,-257.0,0.0,-20.0,0.0,-337.0,47.0,47.0,97.0,42.0,83.0,83.0,355.0,-785.0,False,1679616.0,0.0,1207174657320.0,654.0,84.0,323002584000.0,543.0,34.0
175,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_175.txt,160.0,160.0,201.0,161.0,57.0,57.0,57.0,-209.0,58.0,58.0,58.0,-347.0,11.0,11.0,11.0,-323.0,0.0,-49.0,0.0,-601.0,143.0,143.0,175.0,49.0,160.0,160.0,502.0,-1270.0,False,1679616.0,0.0,1033586658720.0,734.0,80.0,0.0,601.0,0.0
176,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_176.txt,0.0,-11.0,0.0,-336.0,0.0,-25.0,0.0,-334.0,67.0,67.0,131.0,37.0,0.0,-27.0,0.0,-397.0,0.0,-51.0,0.0,-341.0,31.0,31.0,31.0,-123.0,67.0,67.0,162.0,-1494.0,False,1679616.0,0.0,1630415666880.0,682.0,94.0,1281999654936.0,657.0,67.0
177,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_177.txt,3.0,3.0,3.0,-214.0,0.0,-26.0,0.0,-358.0,71.0,71.0,125.0,67.0,0.0,-11.0,0.0,-184.0,9.0,9.0,9.0,-338.0,0.0,-3.0,0.0,-186.0,71.0,71.0,137.0,-1213.0,False,1679616.0,0.0,401662800000.0,615.0,67.0,376686109800.0,563.0,45.0
178,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_178.txt,44.0,44.0,87.0,-20.0,40.0,40.0,40.0,-251.0,5.0,5.0,5.0,-233.0,81.0,81.0,151.0,115.0,69.0,69.0,69.0,-118.0,0.0,-48.0,0.0,-357.0,81.0,81.0,352.0,-864.0,False,1679616.0,0.0,1096595913600.0,657.0,88.0,124175552592.0,496.0,21.0
179,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_179.txt,133.0,133.0,339.0,333.0,52.0,52.0,101.0,-30.0,64.0,64.0,110.0,-109.0,61.0,61.0,77.0,-219.0,62.0,62.0,135.0,-26.0,0.0,-5.0,0.0,-276.0,133.0,133.0,762.0,-327.0,False,1679616.0,1.0,1775925043200.0,694.0,91.0,25777440000.0,495.0,5.0
180,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_180.txt,29.0,29.0,47.0,-94.0,22.0,22.0,22.0,-274.0,7.0,7.0,7.0,-326.0,0.0,-21.0,0.0,-260.0,0.0,-44.0,0.0,-368.0,17.0,17.0,17.0,-113.0,29.0,29.0,93.0,-1435.0,False,1679616.0,0.0,1353657191040.0,669.0,89.0,1062600154560.0,631.0,71.0
181,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_181.txt,0.0,-76.0,0.0,-662.0,82.0,82.0,156.0,0.0,41.0,41.0,41.0,-211.0,24.0,24.0,24.0,-375.0,12.0,12.0,12.0,-376.0,43.0,43.0,50.0,-199.0,82.0,82.0,283.0,-1823.0,False,1679616.0,1.0,1238554487016.0,662.0,87.0,0.0,662.0,0.0
182,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_182.txt,138.0,138.0,219.0,101.0,150.0,150.0,150.0,-26.0,40.0,40.0,40.0,-287.0,25.0,25.0,25.0,-266.0,0.0,-97.0,0.0,-554.0,104.0,104.0,104.0,-67.0,150.0,150.0,538.0,-1099.0,False,1679616.0,0.0,789653998584.0,685.0,71.0,0.0,554.0,0.0
183,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_183.txt,69.0,69.0,102.0,19.0,34.0,34.0,52.0,-109.0,22.0,22.0,22.0,-263.0,31.0,31.0,31.0,-332.0,0.0,-16.0,0.0,-379.0,0.0,-44.0,0.0,-418.0,69.0,69.0,207.0,-1482.0,False,1679616.0,0.0,1777707313200.0,730.0,91.0,1161781595460.0,682.0,54.0
184,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_184.txt,41.0,41.0,64.0,-109.0,36.0,36.0,46.0,-95.0,64.0,64.0,68.0,-19.0,89.0,89.0,89.0,-66.0,0.0,-59.0,0.0,-406.0,28.0,28.0,28.0,-206.0,89.0,89.0,295.0,-901.0,False,1679616.0,0.0,1256283368652.0,675.0,85.0,0.0,406.0,0.0
185,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_185.txt,73.0,73.0,172.0,88.0,89.0,89.0,177.0,30.0,0.0,-10.0,0.0,-380.0,0.0,-32.0,0.0,-436.0,9.0,9.0,9.0,-426.0,0.0,-15.0,0.0,-375.0,89.0,89.0,358.0,-1499.0,False,1679616.0,0.0,1797707260800.0,689.0,86.0,950224268400.0,656.0,66.0
186,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_186.txt,35.0,35.0,70.0,-24.0,111.0,111.0,149.0,34.0,0.0,-65.0,0.0,-610.0,20.0,20.0,20.0,-334.0,77.0,77.0,77.0,-339.0,41.0,41.0,41.0,-435.0,111.0,111.0,357.0,-1708.0,False,1679616.0,0.0,663828048000.0,625.0,74.0,0.0,610.0,0.0
187,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_187.txt,77.0,77.0,204.0,62.0,18.0,18.0,23.0,-464.0,0.0,0.0,0.0,-659.0,158.0,158.0,400.0,350.0,52.0,52.0,108.0,-293.0,0.0,0.0,0.0,-659.0,158.0,158.0,735.0,-1663.0,False,1679616.0,0.0,806308468416.0,662.0,81.0,0.0,659.0,0.0
188,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_188.txt,94.0,94.0,111.0,-53.0,50.0,50.0,50.0,-65.0,0.0,0.0,0.0,-95.0,49.0,49.0,56.0,-34.0,0.0,-22.0,0.0,-226.0,10.0,10.0,10.0,-148.0,94.0,94.0,227.0,-621.0,False,1679616.0,0.0,735129758592.0,631.0,79.0,212719348800.0,474.0,49.0
189,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_189.txt,62.0,62.0,128.0,59.0,31.0,31.0,31.0,-266.0,57.0,57.0,168.0,156.0,40.0,40.0,40.0,-308.0,51.0,51.0,51.0,-319.0,0.0,-22.0,0.0,-387.0,62.0,62.0,418.0,-1065.0,False,1679616.0,0.0,1347761479680.0,674.0,84.0,307484100000.0,569.0,25.0
190,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_190.txt,76.0,76.0,89.0,-67.0,97.0,97.0,230.0,221.0,54.0,54.0,72.0,-91.0,13.0,13.0,17.0,-221.0,36.0,36.0,77.0,-83.0,0.0,-18.0,0.0,-239.0,97.0,97.0,485.0,-480.0,False,1679616.0,0.0,747316659600.0,620.0,85.0,141600429750.0,459.0,39.0
191,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_191.txt,0.0,-16.0,0.0,-339.0,0.0,-15.0,0.0,-318.0,0.0,-37.0,0.0,-337.0,0.0,-11.0,0.0,-256.0,0.0,-6.0,0.0,-308.0,116.0,116.0,206.0,202.0,116.0,116.0,206.0,-1356.0,False,1679616.0,0.0,1321857466020.0,670.0,86.0,798784021035.0,612.0,69.0
192,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_192.txt,35.0,35.0,35.0,-141.0,0.0,-90.0,0.0,-746.0,133.0,133.0,234.0,17.0,71.0,71.0,138.0,-58.0,48.0,48.0,48.0,-493.0,31.0,31.0,31.0,-498.0,133.0,133.0,486.0,-1919.0,False,1679616.0,0.0,1926877740480.0,747.0,93.0,0.0,746.0,0.0
193,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_193.txt,7.0,7.0,7.0,-287.0,0.0,-14.0,0.0,-219.0,0.0,0.0,0.0,-303.0,0.0,-9.0,0.0,-286.0,0.0,-30.0,0.0,-223.0,6.0,6.0,6.0,-115.0,7.0,7.0,13.0,-1433.0,False,1679616.0,0.0,1092435298416.0,695.0,87.0,733619682180.0,593.0,71.0
194,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_194.txt,67.0,67.0,67.0,-225.0,58.0,58.0,129.0,36.0,0.0,-68.0,0.0,-617.0,75.0,75.0,82.0,-37.0,30.0,30.0,42.0,-259.0,62.0,62.0,62.0,-374.0,75.0,75.0,382.0,-1476.0,False,1679616.0,0.0,822332283696.0,617.0,92.0,0.0,617.0,0.0
195,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_195.txt,1.0,1.0,1.0,-315.0,10.0,10.0,13.0,-154.0,67.0,67.0,67.0,-357.0,0.0,-40.0,0.0,-472.0,83.0,83.0,175.0,67.0,4.0,4.0,4.0,-503.0,83.0,83.0,260.0,-1734.0,False,1679616.0,0.0,1387224558720.0,687.0,88.0,481430287800.0,654.0,21.0
196,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_196.txt,0.0,0.0,0.0,-687.0,138.0,138.0,280.0,83.0,88.0,88.0,159.0,-374.0,0.0,0.0,0.0,-687.0,203.0,203.0,516.0,474.0,76.0,76.0,131.0,-227.0,203.0,203.0,1086.0,-1418.0,False,1679616.0,0.0,1552800080832.0,687.0,89.0,0.0,687.0,0.0
197,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_197.txt,0.0,-23.0,0.0,-330.0,0.0,-25.0,0.0,-384.0,26.0,26.0,26.0,-258.0,87.0,87.0,153.0,27.0,33.0,33.0,70.0,-127.0,62.0,62.0,89.0,-107.0,87.0,87.0,338.0,-1179.0,False,1679616.0,0.0,971976360960.0,629.0,79.0,515217513720.0,587.0,47.0
